,1. open,2. high,3. low,4. close,5. volume,date,delta,ticker
349,40.2500,41.3200,38.0100,38.3450,5157588,2020-11-09,15,GBT
350,230.8200,239.5000,223.2500,236.2600,9252638,2020-11-09,0,BIIB
351,328.9000,328.9000,328.9000,328.9000,611,2020-11-06,-1,BIIB
352,241.2400,244.8375,234.5613,236.3400,3224124,2020-11-10,15,BIIB
353,3.3200,4.0400,3.2900,3.4800,1059452,2020-11-09,0,HPR
354,5.8900,5.9800,5.4000,5.4700,93365,2020-11-06,-1,HPR
355,3.4100,3.5900,3.1500,3.1800,422414,2020-11-10,15,HPR
356,21.2100,21.2100,12.5118,14.7000,758346,2020-11-09,0,NRGD
357,29.7450,32.0500,28.3200,31.6140,71194,2020-11-06,-1,NRGD
358,14.3800,14.8950,13.2600,13.2861,259726,2020-11-10,15,NRGD
359,202.4100,213.6633,175.5100,203.6600,4637975,2020-11-09,0,QDEL
360,281.8100,288.6999,273.0200,283.4500,578846,2020-11-06,-1,QDEL
361,210.9500,211.5000,187.8500,197.0400,1424377,2020-11-10,15,QDEL
362,4.0600,4.2800,3.8200,4.0000,90936,2020-11-10,0,OCUP
363,5.9300,6.0000,3.6800,3.7600,233693,2020-11-09,-1,OCUP
364,4.0000,4.1370,3.9500,4.0500,32755,2020-11-11,15,OCUP
365,25.0800,30.9800,23.9001,27.9800,1248566,2020-11-10,0,PRAX
366,34.4100,37.5500,32.6400,35.7700,152765,2020-11-09,-1,PRAX
367,28.0300,32.3550,28.0300,31.4800,547578,2020-11-11,15,PRAX
368,2.3500,2.3750,2.0300,2.1200,5179656,2020-11-12,0,AMTX
369,3.2800,3.5800,3.2000,3.4900,711878,2020-11-11,-1,AMTX
370,2.1400,2.3800,2.0600,2.2100,1792455,2020-11-13,15,AMTX
371,7.2000,7.6700,6.4000,7.2900,6107024,2020-11-13,0,SFT
372,9.5100,10.2200,9.3500,9.8900,663047,2020-11-12,-1,SFT
373,7.4450,7.7500,6.9000,7.0100,1868545,2020-11-16,15,SFT
374,4.5000,5.2650,4.0500,4.9900,1175310,2020-11-13,0,TOMZ
375,6.9800,7.0500,6.4700,6.6500,374619,2020-11-12,-1,TOMZ
376,4.9300,5.1600,4.3600,4.4600,510775,2020-11-16,15,TOMZ
377,0.4202,0.4679,0.3986,0.4024,29656650,2020-11-16,0,ADMP
378,0.7200,0.7200,0.6800,0.6846,10542688,2020-11-13,-1,ADMP
379,0.3902,0.4250,0.3755,0.4075,6332105,2020-11-17,15,ADMP
380,5.7700,5.8200,5.1200,5.2650,481138,2020-11-16,0,FMO
381,7.9300,8.1700,7.9253,8.1000,33559,2020-11-13,-1,FMO
382,5.2900,5.6100,5.2900,5.3800,233516,2020-11-17,15,FMO
383,1.1500,1.1800,1.0900,1.1500,31190471,2020-11-16,0,HOFV
384,3.0750,3.2700,2.3300,2.4900,21161527,2020-11-13,-1,HOFV
385,1.1800,1.1900,1.1600,1.1700,4799577,2020-11-17,15,HOFV
386,20.2500,20.5000,14.6300,16.4100,5565280,2020-11-16,0,RAPT
387,30.5000,31.8750,30.0800,30.4700,138930,2020-11-13,-1,RAPT
388,17.3565,17.5500,16.0000,16.5100,1507952,2020-11-17,15,RAPT
389,4.2600,4.4700,3.8000,4.0200,15829969,2020-11-17,0,BCLI
390,11.9000,12.3000,11.5500,11.9400,691152,2020-11-16,-1,BCLI
391,4.1000,4.2100,3.9300,3.9900,3685957,2020-11-18,15,BCLI
392,3.1000,3.1000,2.7700,2.8900,4689188,2020-11-18,0,ONCT
393,4.5500,4.6400,4.0000,4.1400,872365,2020-11-17,-1,ONCT
394,2.9300,2.9900,2.8400,2.8700,1077255,2020-11-19,15,ONCT
395,4.1300,4.3700,3.8350,4.2000,6359397,2020-11-18,0,PAYS
396,5.7400,6.1400,5.7187,6.1400,1027830,2020-11-17,-1,PAYS
397,4.2500,4.5100,4.1000,4.5000,2462935,2020-11-19,15,PAYS
398,1.4800,2.0400,1.4500,1.9200,1530153,2020-11-19,0,XYF
399,0.7500,0.7500,0.6900,0.6980,83742,2020-11-18,-1,XYF
400,1.8200,1.8450,1.6800,1.7650,181266,2020-11-20,15,XYF
401,4.3200,4.6900,4.2000,4.4300,55620246,2020-11-20,0,NNDM
402,5.0081,5.8800,4.9600,5.8600,26155898,2020-11-19,-1,NNDM
403,4.8200,5.3000,4.8000,5.1800,29031388,2020-11-23,15,NNDM
404,0.3850,0.4099,0.3789,0.3990,24997113,2020-11-20,0,OGEN
405,0.4700,0.5614,0.4638,0.5260,8293507,2020-11-19,-1,OGEN
406,0.4100,0.4100,0.3770,0.3936,5641967,2020-11-23,15,OGEN
407,1.3800,1.3900,1.1900,1.3000,35988436,2020-11-20,0,TANH
408,3.3100,3.3100,2.7325,2.7600,1457131,2020-11-19,-1,TANH
409,1.4311,2.3400,1.3900,2.1400,57523156,2020-11-23,15,TANH
410,0.5798,0.7000,0.5530,0.6710,20561913,2020-11-23,0,PTE
411,0.9690,0.9690,0.8924,0.9199,655741,2020-11-20,-1,PTE
412,0.6750,0.6900,0.6210,0.6680,3844434,2020-11-24,15,PTE
