,close,high,init date,low,open,ticker,time,volume
422,1.49,1.49,2020-12-22,1.48,1.48,VTGN,2020-12-22 19:30:00,1260.0
423,1.48,1.48,2020-12-22,1.43,1.4301,VTGN,2020-12-22 19:00:00,3050.0
424,1.43,1.49,2020-12-22,1.43,1.48,VTGN,2020-12-22 18:30:00,8000.0
425,1.48,1.5,2020-12-22,1.48,1.48,VTGN,2020-12-22 18:00:00,9460.0
426,1.5,1.5,2020-12-22,1.48,1.5,VTGN,2020-12-22 17:30:00,5359.0
427,1.49,1.51,2020-12-22,1.48,1.5,VTGN,2020-12-22 17:00:00,13067.0
428,1.5,1.51,2020-12-22,1.33,1.4,VTGN,2020-12-22 16:30:00,89076.0
429,1.435,1.44,2020-12-22,1.4,1.42,VTGN,2020-12-22 16:00:00,214153.0
430,1.42,1.44,2020-12-22,1.4,1.4118,VTGN,2020-12-22 15:30:00,173634.0
431,1.41,1.43,2020-12-22,1.37,1.375,VTGN,2020-12-22 15:00:00,148002.0
432,1.3772,1.42,2020-12-22,1.36,1.39,VTGN,2020-12-22 14:30:00,227135.0
433,1.395,1.44,2020-12-22,1.395,1.415,VTGN,2020-12-22 14:00:00,247858.0
434,1.4189,1.44,2020-12-22,1.38,1.3826,VTGN,2020-12-22 13:30:00,230692.0
435,1.3707,1.5,2020-12-22,1.37,1.495,VTGN,2020-12-22 13:00:00,536916.0
436,1.5,1.5296,2020-12-22,1.49,1.4906,VTGN,2020-12-22 12:30:00,256414.0
437,1.4989,1.525,2020-12-22,1.46,1.515,VTGN,2020-12-22 12:00:00,270517.0
438,1.515,1.545,2020-12-22,1.51,1.54,VTGN,2020-12-22 11:30:00,225547.0
439,1.53,1.54,2020-12-22,1.465,1.535,VTGN,2020-12-22 11:00:00,576216.0
