,1. open,2. high,3. low,4. close,5. volume,date,delta,init date,ticker
42,0.0072,0.0073,0.0072,0.0072,7130,2020-09-16,0,2020-09-16,SNNAQ
43,0.0100,0.0110,0.0072,0.0110,117339,2020-09-15,-1,2020-09-16,SNNAQ
44,0.0070,0.0084,0.0070,0.0070,1760,2020-09-23,5,2020-09-16,SNNAQ
45,0.0050,0.0084,0.0050,0.0084,108666,2020-09-21,0,2020-09-21,SNNAQ
46,0.0086,0.0086,0.0070,0.0070,121381,2020-09-18,-1,2020-09-21,SNNAQ
47,0.0063,0.0085,0.0061,0.0061,9584,2020-09-28,5,2020-09-21,SNNAQ
48,0.0063,0.0085,0.0061,0.0061,9584,2020-09-28,0,2020-09-28,SNNAQ
49,0.0095,0.0095,0.0095,0.0095,20000,2020-09-25,-1,2020-09-28,SNNAQ
50,0.0061,0.0079,0.0061,0.0070,102631,2020-10-05,5,2020-09-28,SNNAQ
51,0.0051,0.0061,0.0051,0.0061,13884,2020-10-06,0,2020-10-06,SNNAQ
52,0.0061,0.0079,0.0061,0.0070,102631,2020-10-05,-1,2020-10-06,SNNAQ
53,0.0060,0.0079,0.0060,0.0079,50379,2020-10-13,5,2020-10-06,SNNAQ
54,0.0056,0.0079,0.0056,0.0079,47122,2020-11-11,0,2020-11-11,SNNAQ
55,0.0070,0.0080,0.0050,0.0080,74937,2020-11-10,-1,2020-11-11,SNNAQ
56,0.0063,0.0070,0.0052,0.0070,2790,2020-11-18,5,2020-11-11,SNNAQ
57,8.9000,11.6000,8.5000,10.7300,47435807,2020-08-10,0,2020-08-10,KODK
58,15.7900,16.7500,14.5700,14.8800,16139254,2020-08-07,-1,2020-08-10,KODK
59,8.3400,8.3700,7.5500,7.6400,9169438,2020-08-17,5,2020-08-10,KODK
60,105.4033,125.0000,102.2200,104.4100,4057496,2020-08-10,0,2020-08-10,RETA
61,152.2500,157.3800,149.0100,156.2000,226220,2020-08-07,-1,2020-08-10,RETA
62,103.4500,109.9500,101.9100,109.0500,521088,2020-08-17,5,2020-08-10,RETA
63,1.5600,1.7400,1.3800,1.7200,18422809,2020-08-10,0,2020-08-10,TOPS
64,0.1011,0.1016,0.0899,0.0900,180150842,2020-08-07,-1,2020-08-10,TOPS
65,1.2500,1.4500,1.1200,1.3600,12157698,2020-08-17,5,2020-08-10,TOPS
66,2.6300,4.0200,2.2700,3.1000,6183676,2020-08-10,0,2020-08-10,WORX
67,5.7550,5.7550,5.7550,5.7550,0,2020-08-07,-1,2020-08-10,WORX
68,2.0900,2.1200,2.0000,2.0200,351434,2020-08-17,5,2020-08-10,WORX
69,6.5000,6.9900,6.1600,6.6600,3614704,2020-08-11,0,2020-08-11,FENC
70,9.4600,10.6700,9.3300,10.1700,2629272,2020-08-10,-1,2020-08-11,FENC
71,5.8000,6.1600,5.6300,5.9300,550330,2020-08-18,5,2020-08-11,FENC
72,12.0000,12.0000,8.8800,8.9000,2026664,2020-08-11,0,2020-08-11,FULC
73,17.1270,18.3750,17.0500,17.1200,61250,2020-08-10,-1,2020-08-11,FULC
74,7.9900,8.3000,7.7201,8.1600,274141,2020-08-18,5,2020-08-11,FULC
75,12.6000,12.7500,10.4601,11.3300,3719782,2020-08-11,0,2020-08-11,MESO
76,17.2000,18.6800,16.7200,17.4200,1713859,2020-08-10,-1,2020-08-11,MESO
77,19.3600,19.4900,18.1800,18.9200,1181529,2020-08-18,5,2020-08-11,MESO
78,11.9100,13.7399,11.0900,12.0300,4552018,2020-10-02,0,2020-10-02,MESO
79,18.5850,18.5850,18.5850,18.5850,72661,2020-10-01,-1,2020-10-02,MESO
80,12.0600,12.3000,11.9900,12.1100,555759,2020-10-09,5,2020-10-02,MESO
81,22.0100,22.8673,18.4100,18.8400,6028979,2020-08-12,0,2020-08-12,OSPN
82,30.0200,31.6400,29.9000,31.2000,496058,2020-08-11,-1,2020-08-12,OSPN
83,20.7900,21.3300,20.1600,20.5200,714432,2020-08-19,5,2020-08-12,OSPN
84,4.0800,4.5000,4.0000,4.2000,689700,2020-08-14,0,2020-08-14,FLUX
85,8.0000,8.0000,7.9000,7.9000,748,2020-08-13,-1,2020-08-14,FLUX
86,5.3500,5.4999,4.6001,5.1100,468972,2020-08-21,5,2020-08-14,FLUX
87,1.4200,1.6000,1.0100,1.0600,14188569,2020-08-14,0,2020-08-14,HX
88,0.7694,2.4800,0.7694,2.4800,75110923,2020-08-13,-1,2020-08-14,HX
89,0.8400,0.8841,0.8100,0.8600,542665,2020-08-21,5,2020-08-14,HX
90,1.9000,2.3100,1.8100,1.9100,447421,2020-08-24,0,2020-08-24,HX
91,0.8400,0.8841,0.8100,0.8600,542665,2020-08-21,-1,2020-08-24,HX
92,1.7800,1.8200,1.7300,1.7700,66189,2020-08-31,5,2020-08-24,HX
93,0.7990,0.8300,0.7300,0.7999,9249478,2020-08-14,0,2020-08-14,LMFA
94,1.4300,1.4999,1.0100,1.0700,2082687,2020-08-13,-1,2020-08-14,LMFA
95,0.6655,0.7198,0.6460,0.6910,1028158,2020-08-21,5,2020-08-14,LMFA
96,5.1600,5.2500,4.0500,4.1500,23236728,2020-08-17,0,2020-08-17,UBX
97,11.8000,12.4600,11.5300,12.4300,687356,2020-08-14,-1,2020-08-17,UBX
98,2.9700,3.2900,2.7200,3.1900,5051624,2020-08-24,5,2020-08-17,UBX
99,8.7600,9.5800,8.3800,9.0600,2215335,2020-08-18,0,2020-08-18,PSTX
100,13.1100,13.6100,12.6200,13.0000,388707,2020-08-17,-1,2020-08-18,PSTX
101,8.3500,8.3500,7.9000,8.0900,688358,2020-08-25,5,2020-08-18,PSTX
102,0.5640,0.5700,0.5102,0.5461,48896469,2020-08-18,0,2020-08-18,SHIP
103,1.2300,1.2500,1.1200,1.1700,3193712,2020-08-17,-1,2020-08-18,SHIP
104,0.4621,0.4798,0.4600,0.4740,2885744,2020-08-25,5,2020-08-18,SHIP
105,0.0111,0.0200,0.0100,0.0149,1156978,2020-08-18,0,2020-08-18,SPHS
106,0.0076,0.0300,0.0076,0.0090,49607,2020-08-17,-1,2020-08-18,SPHS
107,0.0136,0.0136,0.0115,0.0124,29624,2020-08-25,5,2020-08-18,SPHS
108,0.0106,0.0150,0.0106,0.0150,283494,2020-08-20,0,2020-08-20,SPHS
109,0.0122,0.0149,0.0102,0.0146,202259,2020-08-19,-1,2020-08-20,SPHS
110,0.0115,0.0145,0.0115,0.0133,73316,2020-08-27,5,2020-08-20,SPHS
111,0.0120,0.0350,0.0101,0.0176,761132,2020-09-25,0,2020-09-25,SPHS
112,0.0123,0.0500,0.0123,0.0449,1230490,2020-09-24,-1,2020-09-25,SPHS
113,0.0152,0.0152,0.0140,0.0146,7333,2020-10-02,5,2020-09-25,SPHS
114,0.0090,0.0138,0.0090,0.0110,139397,2020-10-22,0,2020-10-22,SPHS
115,0.0167,0.0167,0.0101,0.0143,274885,2020-10-21,-1,2020-10-22,SPHS
116,0.0100,0.0120,0.0100,0.0112,174989,2020-10-29,5,2020-10-22,SPHS
117,85.8100,85.8500,74.5600,76.7150,34099091,2020-08-19,0,2020-08-19,BMRN
118,119.1400,119.9000,117.3100,118.5400,723862,2020-08-18,-1,2020-08-19,BMRN
119,73.8600,75.3200,73.7005,74.8900,2566079,2020-08-26,5,2020-08-19,BMRN
