"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ANTE","AirNet Technology Inc.","NASD","Communication Services","Media Agencies",,"",3.600,302337
"APPHW","AppHarvest, Inc.","NASD","","",,"",5.540,274751
"ARTL","Artelo Biosciences Inc.","NASD","Health Care","Biotechnology",,"",1.180,301125
"ATOS","Atossa Genetics, Inc.","NASD","Health Care","Medical Equipment",,"",3.160,6171327
"BEEM","Beam Global","NASD","Financial","Specialty Finance",,"",24.890,279496
"CGA","China Green Agriculture, Inc.","NYSE","Materials","Specialty Chemicals",,"",10.630,348471
"ENG","ENGlobal Corp.","NASD","Industrial","Business Support Services",,"",2.600,356321
"FINV","FinVolution Group","NYSE","Financial","Consumer Finance",,"",7.770,1445606
"HBIO","Harvard Bioscience, Inc.","NASD","Health Care","Biotechnology",90.8,"sml",7.270,195075
"NVFY","Nova Lifestyle, Inc.","NASD","Consumer Discretionary","Furnishings",,"",2.850,9824
"RIOT","Riot Blockchain, Inc.","NASD","Technology","Software",,"",25.950,22638891
"RYB","Ryb Education, Inc.","NYSE","Consumer Discretionary","Special Consumer Services",,"",3.499,204825
"SINO","Sino-Global Shipping America, Ltd.","NASD","Industrial","Transportation Services",,"",3.350,319244
"SLGG","Super League Gaming, Inc.","NASD","Communication Services","Internet",,"",4.390,939740
"SOL","ReneSola Ltd.","NYSE","Technology","Renewable Energy Equipment",,"",7.550,2191527
"SUNW","Sunworks, Inc.","NASD","Technology","Renewable Energy Equipment",,"",8.450,1478645
"VIR","Vir Biotechnology Inc.","NASD","Health Care","Biotechnology",,"",43.390,458843
"WORX","SCWorx Corp.","NASD","","",,"",1.570,65265
