"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ALNA","Allena Pharmaceuticals, Inc.","NASD","Health Care","Biotechnology",7.3,"sml",1.140,787249
"AQMS","Aqua Metals, Inc.","NASD","Industrial","Waste & Disposal Services",,"",2.480,677515
"BYND","Beyond Meat Inc.","NASD","Consumer Staples","Food Products",5.9,"mid",117.250,8843455
"GOED","1847 Goedeker Inc.","AMEX","Consumer Discretionary","Furnishings",,"",5.000,113232
"KOPN","Kopin Corp.","NASD","Technology","Semiconductors",98.7,"sml",6.770,1882640
"OEG","Orbital Energy Group Inc.","NASD","Technology","Electrical Components",,"",3.130,1636846
"PHUN","Phunware, Inc.","NASD","Technology","Software",,"",1.250,993318
"PIXY","ShiftPixy, Inc.","NASD","Industrial","Business Support Services",,"",2.510,333562
"USWS","US Well Services, Inc.","NASD","Energy","Oil Equipment & Services",,"",0.958,1458481
"VTNR","Vertex Energy, Inc.","NASD","Industrial","Waste & Disposal Services",,"",1.790,663774
"YTEN","Yield10 Bioscience, Inc.","NASD","Materials","Specialty Chemicals",,"",7.960,18079
