"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ACTC","ArcLight Clean Transition Corp","NASD","","",,"",16.000,654044
"ACTCU","ArcLight Clean Transition Corp.","NASD","","",,"",18.727,2469
"CAPR","Capricor Therapeutics, Inc.","NASD","Health Care","Biotechnology",,"",3.690,163683
"IRIX","IRIDEX Corp.","NASD","Health Care","Medical Equipment",99.0,"sml",7.850,44164
"LGHL","Lion Group Holding Ltd","NASD","Financial","Asset Managers",,"",2.070,874379
"NAKD","Naked Brand Group, Inc.","NASD","Consumer Discretionary","Clothing & Accessories",,"",0.509,36741120
"NM","Navios Maritime Holdings, Inc.","NYSE","Industrial","Marine Transportation",,"",8.900,140995
"OEG","Orbital Energy Group Inc.","NASD","Technology","Electrical Components",,"",3.130,1636846
"PFMT","Performant Financial Corp.","NASD","Industrial","Business Support Services",,"",2.670,695701
"SXTC","China SXT Pharmaceuticals, Inc.","NASD","Health Care","Medical Supplies",,"",1.220,125287
"TTOO","T2 Biosystems, Inc.","NASD","Health Care","Medical Equipment",6.3,"sml",1.100,1617731
"ZOM","Zomedica Corp.","AMEX","Health Care","Pharmaceuticals",98.8,"sml",0.790,17482541
