"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"AGEN","Agenus Inc.","NASD","Health Care","Biotechnology",55.4,"sml",4.030,4484956
"ATOS","Atossa Genetics, Inc.","NASD","Health Care","Medical Equipment",,"",3.160,6171327
"AVXL","Anavex Life Sciences Corp.","NASD","Health Care","Pharmaceuticals",89.5,"sml",11.420,1066258
"CNSP","CNS Pharmaceuticals Inc","NASD","Health Care","Biotechnology",,"",1.850,64340
"CYCN","Cyclerion Therapeutics Inc.","NASD","Health Care","Biotechnology",11.5,"sml",2.950,566580
"CYTH","Cyclo Therapeutics Inc.","NASD","","",,"",7.610,592325
"NMRD","Nemaura Medical Inc.","NASD","Health Care","Medical Equipment",99.1,"sml",13.000,479718
"ONTX","Onconova Therapeutics, Inc.","NASD","Health Care","Biotechnology",,"",7.660,2779817
"SLS","SELLAS Life Sciences Group, Inc.","NASD","Health Care","Biotechnology",97.5,"sml",9.980,531584
"TIGR","UP Fintech Holding Ltd.","NASD","Financial","Investment Services",,"",17.140,4593192
"YCBD","cbdMD, Inc.","AMEX","Communication Services","Media Agencies",,"",3.100,420521
