"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"BIOC","Biocept Inc.","NASD","Health Care","Health Care Providers",,"",4.530,72171
"CSCW","Color Star Technology Co. Ltd.","NASD","Industrial","Building Materials",,"",0.929,802763
"EEIQ","Elite Education Group International Ltd.","NASD","","",,"",4.950,176315
"GSMG","Glory Star New Media Group Holdings Ltd.","NASD","","",,"",3.600,24716
"RCON","Recon Technology Ltd.","NASD","Energy","Oil Equipment & Services",,"",8.570,463109
"SEAC","SeaChange Intl, Inc.","NASD","Technology","Telecom Equipment",29.5,"sml",1.090,1435253
"SNNAQ","Sienna Biopharmaceuticals, Inc.","NASD","Health Care","Biotechnology",99.3,"sml",0.031,1513
"TDUP","ThredUp Inc.","NASD","Consumer Discretionary","Specialty Retailers",,"",19.200,176690
"WAFU","Wah Fu Education Group Limited","NASD","Consumer Discretionary","Business Training Agencies",,"",6.440,69015
"YMAB","Y-mAbs Therapeutics, Inc.","NASD","Health Care","Biotechnology",11.0,"mid",33.550,258587
