"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"AGFY","Agrify Corp.","NASD","Industrial","Industrial Suppliers",,"",8.720,355670
"ALF","ALFI Inc.","NASD","Technology","Software",,"",3.130,890996
"BHAT","Blue Hat Interactive Entertainment Technology","NASD","Communication Services","Entertainment",,"",0.808,705485
"BTX","Brooklyn ImmunoTherapeutics, Inc.","AMEX","Health Care","Biotechnology",,"",17.930,5469382
"ENG","ENGlobal Corp.","NASD","Industrial","Business Support Services",,"",2.450,235933
"EVK","Ever-Glory Intl Group, Inc.","NASD","Consumer Discretionary","Clothing & Accessories",,"",1.950,66320
"FRLN","Freeline Therapeutics Holdings Plc","NASD","Health Care","Biotechnology",,"",8.850,28227
"GLMD","Galmed Pharmaceuticals Ltd.","NASD","Health Care","Pharmaceuticals",,"",2.590,94900
"HMPT","Home Point Capital Inc.","NASD","Financial","Mortgage Finance",,"",6.230,156187
"IPI","Intrepid Potash, Inc.","NYSE","Materials","Nonferrous Metals",90.7,"sml",25.700,183287
"MDIA","MediaCo Holding Inc.","NASD","Communication Services","Media Agencies",,"",2.680,7873
"MITO","Stealth BioTherapeutics Corp","NASD","Health Care","Biotechnology",,"",1.330,1889436
"NMRD","Nemaura Medical Inc.","NASD","Health Care","Medical Equipment",99.2,"sml",12.850,917345
"ORGS","Orgenesis Inc.","NASD","Health Care","Biotechnology",13.7,"sml",4.840,93767
"PCT","PureCycle Technologies Inc","NASD","","",,"",14.680,1803097
"VYNE","VYNE Therapeutics, Inc.","NASD","Health Care","Biotechnology",0.7,"sml",3.640,495113
"YELL","Yellow Corporation","NASD","Industrial","Trucking",,"",6.210,683318
