"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ATNF","180 Life Sciences Corp.","NASD","","",,"",7.480,260269
"DISCA","Discovery, Inc.","NASD","Communication Services","Entertainment",16.4,"lrg",33.110,18889058
"DISCK","Discovery, Inc.","NASD","Communication Services","Entertainment",,"",31.040,10255484
"DLPN","Dolphin Entertainment, Inc.","NASD","Communication Services","Internet",,"",8.370,264752
"ELVT","Elevate Credit, Inc.","NYSE","Financial","Consumer Finance",,"",3.530,375234
"FUBO","fuboTV Inc.","NYSE","Communication Services","Entertainment",14.9,"sml",20.570,12230337
"GOTU","GSX Techedu Inc.","NYSE","Technology","Software",,"",23.570,2825466
"KOSS","Koss Corp.","NASD","Communication Services","Mobile Telecommunications",,"",17.210,535105
"MRM","MEDIROM Healthcare Technologies Inc.","NASD","","",,"",9.000,8016
"RAAS","Cloopen Group Holding Ltd.","NYSE","Technology","Software",,"",10.000,518240
"RUBY","Rubius Therapeutics, Inc.","NASD","Health Care","Biotechnology",99.3,"sml",25.910,370546
"TIGR","UP Fintech Holding Ltd.","NASD","Financial","Investment Services",,"",17.600,5239636
"VIAC","ViacomCBS Inc","NASD","Communication Services","Entertainment",18.8,"lrg",39.690,19378090
"VIACA","ViacomCBS Inc","NASD","Communication Services","Entertainment",,"",44.050,108154
