"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ARRY","Array Technologies Inc.","NASD","Technology","Renewable Energy Equipment",,"",14.570,5535896
"CBLI","Cleveland BioLabs Inc.","NASD","Health Care","Biotechnology",,"",4.920,24583
"CXDC","China XD Plastics Co. Ltd.","NASD","Consumer Discretionary","Auto Parts",,"",0.660,189310
"FTCI","FTC Solar Inc.","NASD","Technology","Renewable Energy Equipment",,"",8.390,237718
"IFRX","InflaRx N.V.","NASD","Health Care","Biotechnology",,"",2.840,202937
"LEDS","SemiLEDs Corp.","NASD","Technology","Electrical Components",,"",7.760,6463712
"LLIT","Lianluo Smart Ltd.","NASD","Health Care","Medical Equipment",,"",9.220,13753274
"NAIL","Direxion Daily Homebuilders & Supplies Bull 3x Shares","AMEX","","",,"",79.530,1091595
"NM","Navios Maritime Holdings, Inc.","NYSE","Industrial","Marine Transportation",,"",9.070,195714
"REAL","RealReal Inc.","NASD","Consumer Discretionary","Specialty Retailers",,"",15.430,2161472
"SNNAQ","Sienna Biopharmaceuticals, Inc.","NASD","Health Care","Biotechnology",99.3,"sml",0.031,1513
"UPST","Upstart Holdings Inc.","NASD","","",,"",132.910,6581816
