"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ASTC","Astrotech Corp.","NASD","Industrial","Aerospace",,"",1.110,953884
"ASXC","Asensus Surgical, Inc.","AMEX","Health Care","Medical Equipment",,"",1.990,9343159
"BCTX","BriaCell Therapeutics Corp.","NASD","Health Care","Biotechnology",,"",2.970,390081
"BPTS","Biophytis","NASD","Health Care","Pharmaceuticals",,"",11.951,0
"CAN"," Canaan Inc","NASD","Technology","Semiconductors",,"",8.520,9743276
"CMPI","Checkmate Pharmaceuticals Inc.","NASD","Health Care","Biotechnology",,"",6.730,23313
"EARS","Auris Medical Holding Ltd.","NASD","Health Care","Pharmaceuticals",,"",3.360,522585
"GLSI","Greenwich LifeSciences Inc.","NASD","Health Care","Biotechnology",,"",32.200,62765
"GROW","U.S. Global Investors, Inc.","NASD","Financial","Asset Managers",,"",5.900,367451
"HIMX","Himax Technologies Inc.","NASD","Technology","Semiconductors",,"",11.170,5514911
"LBPH","Longboard Pharmaceuticals Inc.","NASD","Health Care","Pharmaceuticals",,"",8.950,15347
"LEDS","SemiLEDs Corp.","NASD","Technology","Electrical Components",,"",7.760,6465081
"MREO","Mereo BioPharma Group Plc","NASD","Health Care","Biotechnology",,"",3.230,1016012
"NCTY","The9 Ltd.","NASD","Consumer Discretionary","Toys",,"",13.530,1299260
"ONCY","Oncolytics Biotech, Inc.","NASD","Health Care","Biotechnology",,"",2.830,379407
"PBTS","Powerbridge Technologies Co., Ltd.","NASD","Technology","Software",,"",1.250,172938
"PIRS","Pieris Pharmaceuticals Inc.","NASD","Health Care","Biotechnology",2.5,"sml",1.840,289713
"RXDX","Prometheus Biosciences Inc.","NASD","Health Care","Biotechnology",,"",19.100,102164
"RYB","Ryb Education, Inc.","NYSE","Consumer Discretionary","Special Consumer Services",,"",2.940,20668
"SANA","Sana Biotechnology Inc.","NASD","","",,"",19.630,231160
"SGOC","SGOCO Group, Ltd.","NASD","Technology","Electronic Equipment",,"",1.690,10103
"SNNAQ","Sienna Biopharmaceuticals, Inc.","NASD","Health Care","Biotechnology",99.3,"sml",0.031,1513
"TIRX","Tian Ruixiang Holdings Ltd.","NASD","Financial","Property-Casualty Insurance",,"",10.350,292885
"TKAT","Takung Art Co., Ltd.","AMEX","Communication Services","Internet",,"",19.600,518451
"VECT","VectivBio Holding AG","NASD","Health Care","Pharmaceuticals",,"",14.690,5203
"WHLM","Wilhelmina International Inc.","NASD","Communication Services","Entertainment",,"",4.860,64077
"XNET","Xunlei Limited","NASD","Communication Services","Internet",,"",4.330,617824
