"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ACST","Acasti Pharma Inc.","NASD","Health Care","Pharmaceuticals",,"",0.537,50375244
"AMTX","Aemetis, Inc.","NASD","Materials","Specialty Chemicals",,"",11.840,1908446
"BRPA","Big Rock Partners Acquisition Corp.","NASD","","",,"",19.190,51165
"IBIO","iBio Inc.","AMEX","Health Care","Biotechnology",8.4,"sml",1.370,6829800
"LEDS","SemiLEDs Corp.","NASD","Technology","Electrical Components",,"",7.760,6465081
"NGVC","Natural Grocers by Vitamin Cottage Co.","NYSE","Consumer Staples","Food Retailers",12.0,"sml",11.600,111451
"OG","Onion Global Ltd.","NYSE","","",,"",6.390,106376
"REPX","Riley Exploration Permian, Inc.","AMEX","Energy","Exploration & Production",,"",34.940,7105
"SIF","SIFCO Industries, Inc.","AMEX","Industrial","Aerospace",,"",10.620,14277
"TC","TuanChe Ltd.","NASD","Consumer Discretionary","Specialty Retailers",,"",3.055,15953
