"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
39,"CVU","CPI Aerostructures, Inc.","Industrials","Aerospace & Defense","USA",44.61,,29.15,,0.54,,6.66,21.24,,,-0.51,52.70%,159.10%,33.90%,9.00%,17.10%,32.50%,-2.00%,11.86,10.24,1.70%,0.00%,38.80%,-2.00%,0.89%,1.12,-13.40%,69.10%,-10.50%,1.50,1.20,,,9.40%,-5.30%,-7.40%,-2.07%,10.82%,32.98%,9.86%,-42.49%,-43.68%,1.73,0.20,5.23%,5.38%,6.02%,28.31%,32.38%,-6.83%,69.78%,-45.43%,196.12%,63.30,2.96%,-2.11%,3.00,81.34,0.70,3.82,0.79%,56701,11/12/2020 8:30:00 AM,4.00,9/17/1992,,
40,"RLH","Red Lion Hotels Corporation","Consumer Cyclical","Lodging","USA",62.14,,,,0.92,0.53,1.83,,,,-0.94,-5.30%,40.00%,-51.90%,30.00%,-4.70%,15.50%,-59.60%,25.40,23.14,1.20%,0.00%,67.50%,-4.40%,5.12%,12.25,-13.20%,-17.70%,-9.00%,2.90,2.90,0.00,0.04,33.10%,-33.40%,-35.40%,7.69%,15.65%,19.28%,15.65%,-28.69%,-28.69%,1.61,0.14,6.35%,5.95%,7.67%,19.88%,29.04%,-4.96%,57.65%,-29.29%,131.03%,63.18,0.75%,0.00%,2.00,96.70,0.73,2.68,0.75%,70265,11/4/2020 4:30:00 PM,3.50,4/3/1998,,
41,"ARC","ARC Document Solutions, Inc.","Industrials","Specialty Business Services","USA",60.97,10.60,,1.06,0.19,0.41,1.21,1.18,2.84%,22.50%,0.13,-66.00%,,-15.40%,10.00%,-2.00%,172.20%,-23.10%,42.75,35.46,2.80%,-42.40%,46.40%,-6.25%,0.85%,1.10,1.60%,4.00%,3.20%,1.40,1.30,0.60,0.72,32.30%,3.90%,1.80%,-1.40%,2.17%,56.67%,46.28%,-2.76%,1.44%,1.64,0.07,2.92%,5.67%,2.45%,7.90%,38.09%,-8.97%,42.00%,-11.25%,317.65%,56.55,0.71%,0.00%,,274.40,0.83,1.42,0.71%,226848,,,2/4/2005,1.42,0.00%
42,"ARTL","Artelo Biosciences, Inc.","Healthcare","Biotechnology","USA",9.79,,,,,0.75,4.66,,,,-1.29,-25.60%,6.10%,,,,20.50%,,15.11,10.37,11.48%,0.00%,28.85%,-0.34%,5.72%,0.24,-106.00%,-118.10%,,4.70,4.70,0.00,0.00,,,,4.91%,12.44%,-20.59%,-49.18%,-77.87%,-76.47%,,0.07,12.13%,11.26%,1.41%,9.94%,-34.13%,-14.72%,41.82%,-85.54%,41.82%,52.50,-1.60%,2.33%,3.00,2453.53,0.32,0.64,0.69%,791430,,,11/14/2017,0.64,-0.03%
43,"ITP","IT Tech Packaging, Inc.","Basic Materials","Paper & Paper Products","China",15.58,,,,0.15,0.09,1.90,22.25,,,-0.07,120.70%,,-30.20%,20.00%,-3.00%,-119.00%,1.50%,25.82,23.10,19.00%,0.00%,2.20%,12.54%,2.45%,0.24,-0.90%,-1.10%,1.60%,1.80,1.30,0.03,0.10,10.30%,-0.10%,-1.70%,-16.99%,-23.04%,17.02%,-0.11%,-42.15%,-40.24%,0.46,0.06,9.76%,8.71%,-12.23%,-13.58%,0.05%,-59.36%,12.98%,-59.36%,44.48%,40.47,0.16%,0.41%,,2328.86,0.24,0.56,0.57%,564161,11/12/2020 8:30:00 AM,,10/1/2007,0.56,-0.69%
44,"CJJD","China Jo-Jo Drugstores, Inc.","Healthcare","Pharmaceutical Retailers","China",38.15,,,,0.30,1.31,1.75,,,,-0.12,-453.40%,,-38.70%,30.00%,8.80%,-5.80%,8.50%,37.96,28.51,24.90%,0.00%,18.10%,6.40%,1.21%,0.53,-4.30%,-16.10%,-12.80%,1.20,0.90,0.11,1.05,22.10%,-3.60%,-3.30%,-5.19%,-8.64%,4.69%,-30.21%,-45.38%,-44.78%,0.55,0.05,4.26%,4.77%,-3.65%,-0.65%,-30.05%,-19.20%,13.48%,-70.81%,26.25%,45.49,1.91%,-1.38%,,652.02,0.43,1.01,0.50%,279498,,,5/16/2008,1.01,0.00%
45,"CATB","Catabasis Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",45.24,,,,,0.84,,,,,-2.14,54.10%,65.70%,31.70%,,,0.20%,,20.08,20.06,0.13%,0.00%,51.00%,2.61%,9.55%,0.37,-65.00%,-73.70%,,8.00,8.00,0.00,0.00,,,,-1.39%,42.00%,-65.87%,-69.53%,-63.65%,-63.96%,2.16,0.22,11.20%,13.87%,5.19%,-5.87%,-58.17%,-66.25%,71.20%,-75.09%,71.20%,50.13,0.47%,0.00%,3.00,5148.01,0.29,2.14,0.47%,1480750,,,6/25/2015,2.12,-0.93%
46,"BBW","Build-A-Bear Workshop, Inc.","Consumer Cyclical","Specialty Retail","USA",66.25,,13.43,,0.25,1.07,2.57,3.33,,,-1.83,101.40%,127.80%,-59.30%,30.00%,-2.20%,127.40%,6.10%,15.00,13.32,9.00%,-28.52%,61.10%,-8.37%,4.64%,4.02,-9.90%,-40.70%,0.30%,1.00,0.40,0.00,0.00,41.40%,-8.80%,-10.30%,-8.20%,-1.47%,56.81%,94.69%,25.16%,24.38%,1.88,0.27,4.59%,6.57%,-6.54%,0.49%,46.40%,-17.80%,38.17%,-28.87%,300.00%,45.80,-0.98%,1.24%,2.00,153.71,0.50,4.04,0.25%,77336,12/3/2020 8:30:00 AM,,10/28/2004,,
47,"HSDT","Helius Medical Technologies, Inc.","Healthcare","Medical Devices","USA",20.00,,,,33.34,2.55,3.77,,,,-0.51,70.50%,,15.50%,,,,-80.00%,40.62,35.81,0.40%,0.00%,8.80%,7.96%,2.52%,4.32,-157.10%,-241.60%,-413.70%,3.30,3.00,0.00,0.00,20.50%,,,6.33%,4.53%,4.59%,-3.09%,-57.05%,-57.94%,0.73,0.03,7.64%,7.79%,0.48%,0.63%,-6.14%,-16.57%,13.56%,-72.19%,64.18%,51.83,4.82%,-4.41%,,208.57,1.68,0.41,0.20%,350519,11/12/2020 4:30:00 PM,,6/27/2014,0.41,-0.20%
48,"VOLT","Volt Information Sciences, Inc.","Industrials","Staffing & Employment Services","USA",37.96,,9.11,,0.04,0.93,,10.54,,,-1.02,53.70%,119.60%,-34.70%,,-10.20%,21.70%,-20.30%,21.59,13.30,3.40%,19.68%,26.40%,-15.98%,0.09%,0.09,-9.10%,-52.00%,-12.00%,2.10,2.10,1.46,1.46,15.70%,-2.00%,-2.50%,-5.98%,-18.01%,10.19%,38.40%,-27.00%,-30.24%,2.45,0.14,6.00%,7.72%,-12.28%,0.74%,36.02%,-26.38%,36.22%,-46.44%,166.15%,43.71,-1.70%,1.73%,,126.32,1.24,1.73,0.00%,156890,,,11/1/1982,,
49,"AHC","A.H. Belo Corporation","Communication Services","Publishing","USA",30.41,,,,0.19,0.63,0.70,,10.96%,,-0.29,137.00%,,-35.40%,,-7.60%,97.50%,-12.50%,21.41,18.34,2.78%,0.00%,56.40%,-1.73%,0.08%,0.26,-4.60%,-11.70%,8.90%,2.80,2.70,0.00,0.00,92.60%,-8.80%,-3.90%,1.39%,-2.01%,5.04%,-11.52%,-47.86%,-48.23%,0.49,0.06,4.61%,4.17%,-1.27%,0.62%,-5.30%,-8.75%,10.61%,-52.13%,13.18%,48.73,0.00%,0.00%,,54.51,0.53,1.46,0.00%,28891,10/27/2020 8:30:00 AM,,1/23/2008,,
50,"CTXR","Citius Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",58.90,,0.48,,,1.65,4.24,,,,-0.47,42.00%,353.06%,20.00%,,,51.00%,,51.61,43.27,22.20%,0.00%,13.40%,3.44%,3.82%,2.15,-52.50%,-66.70%,,3.40,3.40,0.01,0.01,,,,-5.31%,13.12%,1.90%,-26.21%,-0.93%,4.90%,1.55,0.06,5.21%,6.67%,-3.43%,2.54%,8.51%,-15.75%,22.58%,-45.69%,157.83%,48.68,-0.93%,0.93%,2.00,768.63,0.59,1.07,0.00%,456159,,,10/2/2014,1.04,-2.80%
51,"REED","Reed's, Inc.","Consumer Defensive","Beverages - Non-Alcoholic","USA",47.77,,,,1.25,62.40,53.08,,,,-0.21,-12.90%,37.50%,-51.20%,20.00%,-4.90%,69.60%,21.80%,62.94,59.30,8.70%,1.45%,19.00%,-4.58%,1.06%,0.90,-64.90%,,,1.00,0.40,0.60,20.40,25.80%,-24.50%,-28.20%,3.91%,4.28%,-33.85%,-34.55%,-29.21%,-31.43%,1.28,0.05,7.73%,7.79%,-1.95%,-17.12%,-24.51%,-40.57%,9.28%,-61.95%,72.76%,43.89,-0.95%,0.96%,2.00,698.46,0.86,0.62,0.00%,597285,11/9/2020 4:30:00 PM,,12/29/2006,,
52,"CDTX","Cidara Therapeutics, Inc.","Healthcare","Biotechnology","USA",90.00,,,,8.82,2.94,1.98,,,,-1.65,48.80%,-7.10%,-9.90%,,,-619.50%,-87.40%,43.21,35.34,0.90%,32.79%,65.30%,5.72%,4.56%,5.13,-92.70%,-165.60%,-87.30%,1.80,1.80,0.00,0.27,,,,-1.96%,-13.04%,-30.80%,-46.67%,-36.71%,-47.92%,1.70,0.15,6.31%,7.73%,-5.86%,-16.58%,-34.36%,-38.84%,9.89%,-55.06%,53.85%,39.08,-0.99%,1.00%,1.70,314.19,1.71,2.00,0.00%,536348,11/5/2020 4:30:00 PM,,4/15/2015,2.00,0.00%
53,"PEI","Pennsylvania Real Estate Investment Trust","Real Estate","REIT - Retail","USA",82.65,,,,0.29,0.26,2.27,,,,-1.39,73.70%,-7.80%,-3.40%,1.00%,-4.90%,-306.00%,-21.10%,77.40,65.49,17.67%,0.00%,30.70%,-37.21%,18.55%,3.41,-4.50%,-29.50%,1.70%,,,5.75,5.75,54.70%,-10.80%,-37.70%,0.00%,-5.41%,87.90%,-23.36%,-79.85%,-80.30%,3.08,0.11,5.27%,9.25%,-0.69%,35.93%,4.68%,-23.91%,195.77%,-80.56%,195.77%,58.56,1.94%,-1.90%,3.00,3562.60,0.38,1.05,0.00%,1347364,11/6/2020 8:30:00 AM,1.00,5/3/1973,1.05,0.00%
54,"SYNC","Synacor, Inc.","Technology","Software - Infrastructure","USA",59.73,,,,0.71,1.75,13.89,,,,-0.31,-18.80%,83.90%,13.30%,25.00%,2.70%,-5.20%,-41.10%,39.50,33.95,3.00%,0.00%,45.60%,-0.36%,0.14%,0.72,-17.80%,-32.10%,-18.60%,0.90,0.90,0.04,0.07,49.00%,-13.30%,-14.50%,-1.36%,4.32%,-9.38%,23.93%,-5.23%,-4.61%,0.65,0.07,3.75%,5.03%,-0.46%,2.49%,14.48%,-7.71%,20.75%,-15.26%,83.35%,50.11,-0.75%,0.69%,2.30,65.95,0.62,1.45,-0.07%,40834,11/11/2020 4:30:00 PM,2.17,2/10/2012,,
55,"AFI","Armstrong Flooring, Inc.","Industrials","Building Products & Equipment","USA",84.50,,,,0.15,0.35,3.81,,,,-2.70,-290.50%,,-59.60%,47.60%,-12.50%,60.70%,-5.40%,21.96,20.97,1.30%,0.00%,78.60%,-9.60%,2.07%,1.19,-11.10%,-22.10%,-20.20%,1.90,0.80,0.25,0.29,15.60%,-8.60%,-9.70%,13.33%,9.83%,5.11%,38.65%,-6.01%,-8.43%,2.84,0.22,6.82%,6.47%,9.60%,12.08%,25.31%,-30.36%,48.85%,-30.36%,248.21%,62.94,-0.76%,0.51%,3.00,364.20,0.71,3.90,-0.26%,258757,10/21/2020 8:30:00 AM,3.00,3/17/2016,3.90,0.00%
56,"BHAT","Fujian Blue Hat Interactive Entertainment Technology Ltd.","Communication Services","Electronic Gaming & Multimedia","China",31.88,3.16,,,1.50,0.68,2.80,,,,0.28,13.50%,,,,,-88.40%,-66.70%,35.14,12.87,64.75%,0.00%,2.50%,183.96%,4.48%,0.76,,,17.80%,3.40,3.40,0.00,0.04,,,,-1.43%,-7.09%,-7.09%,-28.24%,-58.37%,-56.09%,,0.06,5.41%,6.46%,-0.63%,0.39%,-14.87%,-23.48%,15.56%,-63.33%,39.51%,49.47,1.03%,-1.31%,,754.84,0.81,0.88,-0.29%,609169,,,7/26/2019,,
57,"GASS","StealthGas Inc.","Energy","Oil & Gas Midstream","Greece",88.53,6.74,2.49,1.32,0.62,0.16,3.21,6.46,,0.00%,0.34,117.10%,68.41%,-30.40%,5.10%,1.80%,464.20%,1.40%,37.86,30.03,20.69%,0.00%,58.60%,0.54%,0.14%,0.44,1.40%,2.40%,2.40%,0.40,0.30,0.49,0.61,55.20%,17.60%,9.30%,12.62%,0.43%,-17.14%,-14.39%,-35.20%,-32.36%,1.71,0.13,5.86%,5.35%,-0.43%,-1.64%,-5.87%,-17.79%,13.24%,-34.93%,52.98%,48.45,-0.43%,0.00%,1.00,98.87,0.82,2.31,-0.43%,81532,11/25/2020 8:30:00 AM,,10/6/2005,,
58,"VTNR","Vertex Energy, Inc.","Energy","Oil & Gas Refining & Marketing","USA",32.02,,,,0.23,3.14,2.05,13.92,,,-0.56,-23.00%,93.70%,-3.70%,20.00%,-8.80%,-0.90%,-1.10%,45.56,31.69,6.10%,0.00%,13.30%,-7.67%,2.17%,1.14,-20.40%,-140.30%,-6.80%,1.40,1.30,0.93,1.47,18.20%,-4.60%,-18.40%,6.15%,-5.35%,32.95%,4.23%,-53.06%,-55.19%,2.52,0.07,7.48%,9.43%,-1.63%,20.04%,16.21%,-31.29%,71.53%,-64.77%,71.53%,56.80,-7.16%,7.25%,1.70,604.34,0.93,0.69,-0.43%,562278,,,10/21/1992,,
59,"PDSB","PDS Biotechnology Corporation","Healthcare","Biotechnology","USA",50.63,,,,,1.34,1.51,,,,-1.57,94.50%,0.00%,32.40%,,,81.20%,,18.96,16.11,27.64%,0.00%,14.80%,87.01%,2.89%,0.99,-64.50%,-75.30%,,11.70,11.70,0.00,0.00,,,,7.35%,11.73%,-7.20%,-15.77%,-26.26%,-17.36%,2.73,0.16,8.37%,8.23%,-1.87%,0.90%,11.25%,-20.15%,16.58%,-56.22%,254.30%,49.35,2.83%,-3.20%,1.80,469.22,1.21,2.18,-0.46%,569101,,,10/1/2015,2.18,0.00%
60,"MIND","MIND Technology, Inc.","Technology","Scientific & Technical Instruments","USA",27.83,,,,0.99,0.87,10.31,,,,-1.36,38.30%,-60.00%,-8.30%,15.00%,-12.50%,-57.10%,-20.70%,12.31,12.13,4.90%,15.81%,48.00%,-6.33%,0.16%,0.09,-47.00%,-59.60%,-23.60%,4.30,2.40,0.05,0.05,38.20%,-48.90%,-81.10%,-1.35%,1.39%,7.35%,32.73%,-20.36%,-23.69%,1.95,0.24,5.96%,12.59%,-5.68%,-1.13%,16.51%,-33.74%,28.24%,-34.59%,211.43%,47.32,-3.11%,2.74%,3.00,212.96,0.35,2.18,-0.46%,74779,12/3/2020 4:30:00 PM,,12/19/1994,2.18,0.00%
61,"SND","Smart Sand, Inc.","Energy","Oil & Gas Equipment & Services","USA",77.40,1.65,,,0.53,0.24,7.04,5.95,,0.00%,1.06,69.70%,-120.00%,22.20%,-2.60%,27.90%,234.30%,-64.40%,39.97,23.46,2.70%,-4.02%,42.20%,-4.28%,10.96%,7.48,11.40%,16.80%,12.50%,2.70,2.10,0.08,0.10,30.20%,35.40%,29.90%,-8.38%,-14.63%,35.66%,62.04%,-29.01%,-30.56%,2.12,0.14,5.13%,6.69%,-11.39%,3.45%,39.37%,-23.68%,42.62%,-34.59%,216.31%,41.28,0.58%,-1.14%,3.00,343.61,0.40,1.74,-0.57%,138461,11/9/2020 4:30:00 PM,2.13,11/4/2016,,
62,"STRM","Streamline Health Solutions, Inc.","Healthcare","Health Information Services","USA",50.69,,,,3.84,2.66,16.90,,,,-0.19,129.80%,-11.80%,16.30%,15.00%,-5.60%,-122.60%,-25.70%,30.29,24.61,2.40%,0.00%,44.00%,0.84%,0.05%,0.17,-3.20%,-5.00%,-11.60%,0.90,0.90,0.04,0.13,51.30%,-53.30%,-7.00%,0.00%,5.56%,7.28%,27.56%,18.25%,16.55%,0.78,0.08,2.57%,5.95%,-3.61%,2.86%,26.53%,-16.15%,23.85%,-16.15%,204.35%,48.76,-2.42%,1.85%,2.00,69.99,1.25,1.61,-0.62%,87154,12/8/2020 4:30:00 PM,2.50,4/18/1996,1.64,1.86%
63,"NBY","NovaBay Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",27.31,,,,2.79,2.03,2.04,,,,-0.41,-25.30%,53.10%,42.40%,,44.30%,-558.90%,37.50%,40.04,31.25,9.60%,-26.36%,6.20%,24.92%,4.22%,0.87,-100.10%,-329.80%,-261.30%,5.30,5.10,0.00,0.01,61.50%,-70.30%,,10.70%,11.75%,-2.22%,-38.83%,7.94%,10.87%,3.53,0.05,9.36%,7.73%,6.25%,9.63%,-18.36%,-11.74%,36.89%,-63.66%,193.75%,57.59,-3.42%,2.87%,1.50,1519.74,1.19,0.70,-0.65%,1811612,11/12/2020 4:30:00 PM,,10/26/2007,0.70,-0.71%
64,"IMBI","iMedia Brands, Inc.","Consumer Cyclical","Internet Retail","USA",55.36,,,,0.12,1.73,2.91,276.81,,,-3.41,-125.00%,9.40%,-44.99%,30.00%,-5.70%,56.20%,-5.40%,12.18,10.10,2.40%,380.50%,17.70%,134.85%,0.35%,0.55,-13.40%,-146.20%,-59.80%,1.20,0.70,1.72,1.82,35.30%,-5.30%,-6.40%,0.24%,-31.95%,-28.27%,22.69%,6.48%,3.01%,2.75,0.40,6.28%,6.34%,-17.69%,-26.05%,-5.51%,-47.49%,3.82%,-53.95%,202.22%,31.29,-1.45%,0.73%,2.00,64.06,0.57,4.08,-0.73%,36630,11/24/2020 8:30:00 AM,,6/28/1991,,
65,"GSUM","Gridsum Holding Inc.","Technology","Software - Application","China",56.01,,,,1.12,,35.00,,,,-1.93,5.90%,,-43.40%,,21.30%,-3.10%,120.40%,34.62,21.24,15.38%,0.00%,24.50%,-1.18%,0.53%,0.29,-57.00%,136.00%,-754.50%,0.30,0.30,,,74.30%,,,0.61%,-5.75%,37.82%,134.29%,16.31%,34.43%,1.49,0.04,1.98%,2.01%,-2.62%,-5.52%,50.82%,-9.84%,1.71%,-13.44%,586.62%,40.66,1.71%,-2.44%,,391.62,0.10,1.63,-0.77%,37922,,,9/23/2016,1.63,0.17%
66,"SVRA","Savara Inc.","Healthcare","Biotechnology","USA",69.66,,,,232.21,0.98,0.74,,,,-1.34,-5.70%,37.50%,34.70%,,,38.30%,,60.29,45.21,0.50%,0.00%,41.50%,-9.80%,1.37%,2.39,-56.20%,-77.40%,,12.60,12.60,0.33,0.00,,,,-8.82%,-3.88%,5.08%,-54.07%,-28.32%,-72.32%,1.22,0.12,7.81%,8.70%,-6.85%,1.67%,-32.17%,-18.00%,23.59%,-77.55%,23.59%,45.92,-2.38%,1.61%,2.00,258.76,1.00,1.23,-0.81%,259324,11/5/2020 4:30:00 PM,,10/16/2000,1.23,0.00%
67,"SACH","Sachem Capital Corp.","Real Estate","REIT - Mortgage","USA",94.03,12.66,10.07,,5.95,1.13,17.41,,11.21%,106.40%,0.34,-36.70%,7.59%,20.20%,,51.90%,0.40%,26.50%,22.12,18.72,1.80%,-0.08%,11.10%,-3.56%,0.01%,0.04,5.10%,9.10%,4.50%,,,0.84,0.98,68.20%,48.70%,48.10%,6.20%,2.15%,7.27%,46.58%,-0.23%,-1.38%,1.43,0.13,3.48%,2.95%,2.14%,2.64%,29.32%,-4.72%,9.30%,-7.42%,253.33%,56.43,-1.40%,0.47%,1.50,63.41,1.76,4.24,-0.93%,111443,,4.75,2/10/2017,,
68,"SALM","Salem Media Group, Inc.","Communication Services","Broadcasting","USA",28.47,,,,0.12,0.21,1.48,1.18,,,-2.32,-761.50%,100.00%,-47.60%,7.00%,-1.00%,101.60%,-5.50%,26.68,11.12,47.39%,-0.28%,9.90%,-28.31%,6.65%,0.91,-11.40%,-42.20%,-2.50%,0.90,0.90,1.62,1.75,17.40%,-4.70%,-26.20%,1.92%,-0.93%,11.58%,-6.19%,-26.39%,-26.39%,1.71,0.05,3.34%,5.28%,-1.94%,3.61%,-1.90%,-13.93%,34.13%,-59.92%,61.54%,50.44,-2.78%,1.89%,1.50,811.87,0.19,1.05,-0.94%,154886,11/12/2020 4:30:00 PM,,7/1/1999,1.05,0.00%
69,"NNA","Navios Maritime Acquisition Corporation","Energy","Oil & Gas Midstream","Monaco",53.91,1.19,21.37,,0.14,0.15,0.91,,30.45%,45.50%,2.62,43.40%,-93.70%,-44.80%,-1.00%,1.10%,104.70%,33.60%,16.10,10.80,71.20%,0.00%,4.10%,-1.12%,0.36%,0.22,2.70%,12.80%,3.00%,1.00,1.00,3.08,3.34,91.00%,38.10%,11.10%,-3.11%,-31.28%,-24.64%,-23.53%,-61.95%,-63.29%,2.19,0.20,4.84%,5.86%,-9.70%,-18.41%,-30.13%,-36.02%,3.00%,-66.34%,47.85%,34.82,-1.28%,0.32%,3.00,174.20,0.75,3.09,-0.96%,129794,12/1/2020 8:30:00 AM,3.75,7/7/2008,3.16,2.27%
70,"ATHE","Alterity Therapeutics Limited","Healthcare","Biotechnology","Australia",51.18,,,,,4.09,,,,,-0.68,25.00%,,-5.10%,,,2.90%,,15.36,12.46,18.70%,0.00%,2.20%,39.27%,0.46%,0.02,-92.10%,-117.50%,,3.60,3.60,0.00,0.00,,,,0.70%,-7.74%,-37.55%,138.33%,48.71%,83.33%,1.68,0.11,7.24%,6.43%,-4.02%,-6.96%,4.97%,-60.47%,29.82%,-72.52%,405.36%,44.92,0.35%,-1.40%,,2338.90,0.12,1.41,-1.05%,271360,,,9/5/2002,,
71,"SNSS","Sunesis Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",34.89,,,,15.86,1.57,1.34,,,,-1.86,64.20%,-34.80%,42.60%,,-18.40%,48.50%,,15.93,14.25,0.11%,0.00%,42.90%,70.72%,6.76%,1.07,-72.30%,-179.10%,-109.80%,7.70,7.70,0.00,0.00,,,,0.00%,32.62%,44.96%,-35.16%,-46.80%,-44.63%,2.28,0.12,6.13%,7.58%,1.20%,24.05%,-35.30%,-10.63%,65.18%,-83.63%,65.18%,59.25,-1.07%,0.00%,3.00,897.52,0.50,1.85,-1.07%,452318,11/16/2020 4:30:00 PM,3.25,9/27/2005,1.82,-1.62%
72,"CCRC","China Customer Relations Centers, Inc.","Technology","Information Technology Services","China",70.67,3.70,,,0.36,0.92,2.46,7.44,,0.00%,1.00,-18.90%,,44.20%,,32.40%,-6.80%,48.00%,18.39,12.01,34.51%,0.00%,0.20%,-2.55%,0.24%,0.09,20.60%,29.50%,14.80%,3.40,3.40,0.00,0.03,23.30%,8.70%,9.30%,-25.25%,-20.09%,-11.06%,-23.71%,-64.11%,-61.26%,0.48,0.75,39.10%,12.76%,-22.49%,-22.19%,-22.35%,-63.40%,9.58%,-66.70%,10.24%,39.69,-1.35%,0.27%,,322.10,1.28,3.66,-1.08%,413729,,,12/21/2015,3.68,0.54%
73,"CANF","Can-Fite BioPharma Ltd.","Healthcare","Biotechnology","Israel",28.36,,,,35.23,2.92,,,,,-1.47,62.70%,44.70%,,,,,-81.70%,15.41,14.76,1.19%,0.00%,7.72%,,1.73%,0.56,,,,,,,,,,,-1.60%,1.10%,6.98%,-15.98%,-46.67%,-44.24%,,0.10,4.34%,6.33%,-2.65%,-0.10%,-3.54%,-16.89%,10.98%,-54.50%,68.52%,46.51,-1.09%,0.00%,2.00,455.41,0.59,1.82,-1.09%,267675,11/30/2020 8:30:00 AM,,11/1/2012,1.82,0.00%
74,"SDPI","Superior Drilling Products, Inc.","Energy","Oil & Gas Equipment & Services","USA",12.69,,,,0.95,2.94,9.06,18.13,,,-0.10,-325.00%,23.50%,3.60%,,-1.10%,-306.70%,-70.60%,25.56,10.41,59.38%,0.00%,7.50%,-4.42%,0.45%,0.07,-17.00%,-41.60%,-6.20%,0.60,0.50,0.40,1.43,52.20%,-21.50%,-20.00%,3.92%,10.44%,10.23%,-30.35%,-35.72%,-35.37%,0.31,0.06,13.08%,12.06%,1.41%,9.92%,-2.09%,-19.38%,31.30%,-50.10%,161.35%,53.05,-9.66%,9.43%,3.00,644.34,0.13,0.52,-1.13%,85438,11/6/2020 8:30:00 AM,,5/23/2014,0.52,-0.19%
75,"IFMK","iFresh Inc.","Consumer Defensive","Grocery Stores","USA",24.05,,,,0.27,2.82,3.08,,,,-0.18,42.80%,,-64.50%,,-6.90%,-140.70%,10.50%,27.52,10.33,15.00%,0.00%,0.80%,-29.72%,5.39%,1.93,-3.20%,-211.50%,-62.50%,0.60,0.40,0.26,2.87,20.30%,-6.90%,-4.10%,-12.27%,0.02%,9.38%,-24.06%,110.61%,94.68%,-3.12,0.06,4.15%,7.27%,-3.55%,-3.20%,-22.06%,-22.70%,11.53%,-72.41%,126.29%,46.66,0.08%,-1.23%,,288.49,0.49,0.78,-1.15%,140041,11/24/2020 8:30:00 AM,,2/13/2017,,
76,"AZRX","AzurRx BioPharma, Inc.","Healthcare","Biotechnology","USA",24.27,,,,,1.61,2.13,,,,-0.88,22.80%,42.10%,-22.50%,,,-181.20%,,28.52,27.04,11.09%,0.00%,5.20%,11.05%,0.41%,0.69,-243.00%,-472.30%,,4.40,4.40,0.00,0.00,,,,-1.25%,1.14%,6.76%,-12.22%,-28.83%,-24.04%,1.77,0.05,5.60%,5.78%,-0.16%,2.15%,-1.77%,-10.25%,16.51%,-59.72%,110.51%,50.97,-1.34%,0.16%,2.00,162.09,1.93,0.78,-1.18%,312381,,,10/11/2016,0.79,1.19%
77,"SINT","Sintx Technologies, Inc.","Healthcare","Medical Devices","USA",41.34,,,,59.06,1.34,1.53,,,,-2.22,92.60%,72.70%,,,-50.30%,86.90%,-50.00%,25.55,25.16,1.54%,1.48%,1.40%,304.71%,0.62%,0.10,-77.60%,-100.40%,-126.80%,8.80,8.80,0.01,0.01,21.90%,,,-5.81%,-13.37%,-9.50%,-14.29%,10.95%,8.72%,1.58,0.12,5.76%,6.75%,-13.23%,-10.52%,9.67%,-28.89%,3.23%,-51.52%,471.43%,36.41,-2.44%,1.23%,2.00,1543.93,1.05,1.60,-1.23%,1619528,,,2/13/2014,1.62,1.25%
78,"ACOR","Acorda Therapeutics, Inc.","Healthcare","Biotechnology","USA",35.16,0.77,,0.03,0.21,0.11,0.56,,,0.00%,0.92,6.40%,-42.90%,16.45%,29.00%,-13.70%,100.80%,11.30%,47.71,47.15,1.50%,0.00%,50.90%,-15.76%,5.54%,0.52,6.60%,16.10%,-48.20%,1.10,0.90,0.52,0.73,81.00%,42.30%,29.70%,-6.96%,-0.86%,17.91%,-4.97%,-73.01%,-65.34%,0.75,0.06,8.68%,9.92%,-6.34%,-12.43%,-9.27%,-57.49%,12.06%,-74.83%,65.03%,43.60,-3.18%,1.82%,2.70,5070.45,0.31,0.70,-1.41%,1580919,11/3/2020 4:30:00 PM,,2/10/2006,0.70,0.42%
