"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"LXU","LSB Industries, Inc.","Basic Materials","Chemicals","USA",76.15,,,,0.23,0.40,1.81,,,,-3.70,8.00%,33.80%,-40.89%,12.00%,-5.90%,24.10%,-2.00%,28.21,25.56,0.60%,0.00%,33.30%,-11.65%,2.36%,3.17,-9.60%,-49.30%,-2.50%,1.40,1.20,2.64,2.73,2.40%,-10.90%,-31.00%,-5.55%,1.60%,57.41%,109.02%,-39.28%,-39.28%,2.86,0.23,8.42%,8.76%,21.90%,38.85%,88.51%,10.06%,83.24%,-22.43%,239.00%,66.36,30.38%,1.96%,,190.09,7.79,3.39,32.94%,1480146,11/5/2020 4:30:00 PM,,11/4/1969,3.33,-1.77%
2,"CCNC","Code Chain New Continent Limited","Industrials","Waste Management","China",45.59,,,,5.12,1.94,9.70,,,,-0.03,-12.60%,,,,,-292.90%,-62.70%,28.79,17.86,13.60%,0.00%,,152.02%,0.26%,0.06,,,-7.00%,2.90,2.60,0.00,0.02,-3.60%,,,8.55%,-2.37%,84.15%,-17.09%,87.50%,37.50%,0.93,0.16,8.96%,10.57%,16.76%,14.02%,19.97%,-7.62%,44.78%,-52.68%,177.10%,61.27,16.87%,0.61%,,762.17,1.24,1.94,17.58%,946923,,,12/29/2015,1.89,-2.58%
3,"ICON","Iconix Brand Group, Inc.","Consumer Cyclical","Apparel Manufacturing","USA",14.40,,,,0.12,,0.20,0.43,,,-9.93,36.20%,,-20.90%,15.00%,-17.60%,147.80%,-31.00%,13.17,12.75,4.24%,0.00%,15.60%,35.52%,0.86%,0.08,-18.90%,29.90%,-10.70%,1.30,1.30,,,,4.70%,-74.80%,-5.26%,24.14%,51.47%,15.14%,-20.00%,-20.00%,2.31,0.09,6.18%,9.35%,15.14%,41.92%,45.39%,-7.35%,108.26%,-34.37%,148.42%,66.69,13.51%,2.78%,2.00,1386.87,0.95,1.26,16.67%,1316847,,,1/22/1990,1.27,0.79%
4,"SRAX","SRAX, Inc.","Communication Services","Advertising Agencies","USA",45.04,,,,8.66,2.23,6.26,,,,-1.46,-257.70%,38.90%,-6.10%,15.00%,-6.90%,-516.60%,160.00%,14.48,13.42,16.26%,0.00%,4.20%,-4.61%,6.14%,8.82,-76.30%,-137.10%,-142.90%,0.70,0.70,0.18,0.42,61.80%,,,0.36%,-2.12%,-6.42%,6.95%,11.24%,11.24%,2.05,0.28,17.39%,9.37%,18.44%,15.85%,28.05%,-18.16%,50.97%,-18.16%,105.96%,61.95,6.87%,5.05%,2.00,93.36,6.89,3.11,12.27%,643449,11/16/2020 8:30:00 AM,,10/12/2012,3.23,3.86%
5,"TGA","TransGlobe Energy Corporation","Energy","Oil & Gas E&P","Canada",58.64,,,,0.53,0.46,2.16,1.44,,,-1.14,-125.50%,167.60%,-19.10%,-13.14%,-13.10%,-300.80%,-46.00%,72.54,66.31,6.30%,0.00%,38.00%,-4.24%,0.04%,0.03,-33.90%,-50.80%,1.10%,1.30,1.00,0.05,0.20,45.40%,-63.30%,-75.00%,-1.02%,72.34%,112.44%,47.63%,-36.88%,-36.88%,2.82,0.09,10.02%,15.38%,9.77%,56.37%,78.38%,-8.44%,161.18%,-38.57%,219.61%,62.21,-0.89%,11.37%,2.50,799.54,0.50,0.96,10.38%,399826,,,3/12/1984,0.94,-1.90%
6,"METX","Meten EdtechX Education Group Ltd.","Consumer Defensive","Education & Training Services","China",98.62,,,,0.97,,3.06,,,,-0.84,-221.30%,,,,,,-29.60%,53.29,15.69,70.56%,0.00%,7.00%,1.71%,2.07%,1.46,-24.40%,123.20%,,0.30,0.30,,,32.30%,,-36.50%,-2.13%,-36.33%,-68.22%,-84.68%,-81.93%,-82.08%,,0.25,8.55%,12.26%,-11.05%,-26.36%,-76.22%,-48.98%,11.42%,-91.89%,11.42%,39.53,6.95%,1.63%,,221.49,6.45,2.00,8.70%,1427920,,,10/17/2018,2.03,1.50%
7,"IMBI","iMedia Brands, Inc.","Consumer Cyclical","Internet Retail","USA",59.40,,,,0.13,1.85,3.13,297.01,,,-3.41,-125.00%,9.40%,-44.99%,30.00%,-5.70%,56.20%,-5.40%,12.18,10.10,2.40%,380.50%,17.70%,134.85%,0.35%,0.54,-13.40%,-146.20%,-59.80%,1.20,0.70,1.72,1.82,35.30%,-5.30%,-6.40%,7.82%,-25.25%,-23.97%,25.36%,10.53%,10.53%,2.75,0.39,6.02%,6.49%,-0.42%,-12.39%,10.13%,-38.48%,21.63%,-46.05%,254.07%,47.61,7.66%,0.68%,2.00,65.07,1.41,4.78,8.39%,91789,11/24/2020 8:30:00 AM,,6/28/1991,4.78,0.00%
8,"SDPI","Superior Drilling Products, Inc.","Energy","Oil & Gas Equipment & Services","USA",13.36,,,,1.00,3.10,9.54,19.08,,,-0.10,-325.00%,23.50%,3.60%,,-1.10%,-306.70%,-70.60%,25.56,10.41,59.38%,0.00%,7.50%,-4.42%,0.45%,0.07,-17.00%,-41.60%,-6.20%,0.60,0.50,0.40,1.43,52.20%,-21.50%,-20.00%,11.59%,21.17%,35.80%,-28.35%,-31.95%,-31.95%,0.31,0.06,14.06%,11.77%,15.77%,25.59%,12.59%,-6.97%,47.49%,-42.41%,201.60%,63.33,0.78%,7.53%,3.00,638.19,1.02,0.60,8.37%,648129,11/6/2020 8:30:00 AM,,5/23/2014,0.60,-0.61%
9,"AEHR","Aehr Test Systems","Technology","Semiconductor Equipment & Materials","USA",54.76,,,,2.91,4.42,8.69,,,,-0.10,47.60%,,26.00%,20.00%,17.30%,125.10%,-63.60%,23.25,20.00,8.00%,-4.05%,24.10%,-8.50%,0.90%,0.57,-10.70%,-15.50%,-17.70%,3.80,1.90,0.06,0.13,33.70%,-12.30%,-12.20%,2.18%,41.82%,68.35%,20.62%,17.00%,17.00%,1.23,0.15,7.35%,7.36%,16.07%,46.87%,46.35%,-1.93%,120.00%,-8.99%,130.00%,73.75,9.05%,-0.85%,,315.44,1.01,2.53,8.12%,318586,9/24/2020 4:30:00 PM,,8/15/1997,,
10,"ENG","ENGlobal Corporation","Industrials","Engineering & Construction","USA",63.23,102.41,,,0.91,5.71,4.98,210.77,,0.00%,0.03,74.10%,,-17.60%,,-12.20%,-54.50%,12.10%,27.51,12.65,11.10%,-4.06%,23.70%,3.66%,2.18%,0.10,2.60%,5.40%,-10.40%,2.10,2.10,0.26,0.48,14.10%,1.50%,1.20%,61.41%,42.79%,245.75%,185.58%,203.06%,203.06%,2.67,0.45,24.22%,15.61%,55.08%,110.45%,192.51%,-25.93%,323.45%,-25.93%,595.05%,74.44,8.84%,-1.01%,,2894.26,0.52,3.20,7.74%,1503826,,,1/20/1995,3.19,-0.31%
11,"NAVB","Navidea Biopharmaceuticals, Inc.","Healthcare","Biotechnology","USA",54.10,,,,67.63,200.00,,,,,-0.52,59.90%,33.30%,30.80%,,-36.30%,24.90%,50.00%,25.84,18.45,30.70%,0.12%,6.00%,5.12%,1.54%,1.16,-205.30%,794.00%,843.30%,1.20,1.20,0.00,2.00,99.90%,,,-5.66%,-17.36%,-25.93%,-50.86%,58.73%,58.73%,1.98,0.14,6.08%,6.69%,4.67%,-5.21%,-15.13%,-31.75%,17.17%,-59.86%,241.27%,50.98,2.87%,4.50%,2.00,243.57,0.63,2.15,7.50%,153941,,,11/10/1992,,
12,"DVD","Dover Motorsports, Inc.","Consumer Cyclical","Leisure","USA",77.91,6.29,,1.26,1.32,1.03,3.66,14.43,3.30%,0.00%,0.34,-19.70%,,11.90%,5.00%,0.10%,,18733.70%,35.84,15.04,15.79%,0.00%,43.90%,-2.24%,0.03%,0.10,7.30%,9.40%,9.70%,2.80,2.80,0.00,0.00,38.30%,11.30%,10.30%,6.53%,13.21%,50.35%,43.24%,12.77%,13.98%,0.67,0.10,7.19%,4.82%,15.18%,25.28%,51.94%,-6.58%,62.14%,-6.58%,114.15%,68.71,6.07%,0.94%,,50.21,6.67,2.27,7.08%,335143,10/29/2020 8:30:00 AM,,10/4/1996,2.30,1.32%
13,"HALL","Hallmark Financial Services, Inc.","Financial","Insurance - Property & Casualty","USA",60.64,,14.80,,0.12,0.34,0.32,,,,-6.60,-106.10%,200.00%,-15.40%,4.10%,7.60%,-634.10%,4.10%,18.14,16.86,7.06%,0.00%,52.80%,-18.57%,1.94%,1.93,-8.20%,-57.60%,1.30%,,,0.60,0.60,,-28.60%,-24.60%,0.30%,3.10%,27.10%,1.52%,-81.05%,-81.05%,1.47,0.15,3.17%,4.17%,6.11%,11.06%,9.83%,-8.01%,36.40%,-81.20%,56.14%,63.02,6.91%,0.00%,2.50,169.84,2.16,3.56,6.91%,367355,,5.50,9/18/1989,,
14,"ECOR","electroCore, Inc.","Healthcare","Medical Instruments & Supplies","USA",66.84,,,,20.89,2.30,2.58,,,,-0.79,19.40%,27.10%,,,,72.00%,57.10%,44.03,31.91,29.80%,0.00%,12.80%,-0.21%,1.65%,0.97,-80.50%,-113.50%,-189.00%,4.90,4.80,0.05,0.07,59.60%,,,-9.26%,-2.00%,-15.03%,84.91%,-7.55%,-7.55%,,0.10,5.76%,7.20%,-4.44%,-2.10%,12.68%,-16.58%,11.43%,-52.73%,387.35%,46.46,6.12%,0.00%,2.00,546.49,3.28,1.56,6.12%,1790796,11/12/2020 4:30:00 PM,,6/22/2018,1.59,1.92%
15,"JT","Jianpu Technology Inc.","Financial","Credit Services","China",61.06,,,,0.24,0.04,0.57,,,,-21.19,-119.50%,,,,,-156.70%,-61.00%,21.13,13.99,,,26.00%,-2.13%,1.37%,1.30,-17.80%,-26.90%,-36.60%,2.90,2.90,0.00,0.05,91.80%,-28.20%,-22.30%,-0.35%,1.41%,-29.22%,-44.50%,-75.84%,-75.84%,,0.23,6.57%,8.52%,9.13%,-7.93%,-39.59%,-63.81%,26.67%,-77.51%,26.67%,53.47,5.19%,0.35%,2.00,147.29,2.12,3.04,5.56%,311535,,1.13,11/16/2017,3.06,0.66%
16,"RETO","ReTo Eco-Solutions, Inc.","Basic Materials","Building Materials","China",15.34,,,,1.08,0.45,,,,,-0.64,-565.00%,,,,16.50%,-361.30%,-83.80%,23.62,10.80,55.27%,0.00%,1.00%,372.82%,0.39%,0.05,-20.60%,-36.90%,-21.40%,0.90,0.80,0.19,0.44,24.20%,-90.30%,,1.12%,-4.55%,26.00%,-50.78%,-34.02%,-28.24%,,0.06,7.41%,9.19%,1.36%,1.68%,-9.08%,-23.62%,24.91%,-65.39%,121.50%,53.32,3.83%,1.59%,,910.84,0.69,0.66,5.48%,626952,,,11/29/2017,0.66,-0.32%
17,"SNSS","Sunesis Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",35.27,,,,16.03,1.59,1.36,,,,-1.86,64.20%,-34.80%,42.60%,,-18.40%,48.50%,,15.93,14.25,0.11%,0.00%,42.90%,70.72%,6.76%,1.08,-72.30%,-179.10%,-109.80%,7.70,7.70,0.00,0.00,,,,2.72%,1.61%,51.20%,-40.11%,-44.03%,-44.03%,2.28,0.12,5.84%,6.86%,8.57%,31.67%,-29.68%,-3.86%,77.68%,-82.39%,77.68%,66.76,4.74%,0.53%,3.00,895.54,0.99,1.99,5.29%,882724,11/16/2020 4:30:00 PM,3.25,9/27/2005,1.95,-2.01%
18,"FARM","Farmer Bros. Co.","Consumer Defensive","Packaged Foods","USA",78.28,,,,0.17,0.75,7.12,,,,-2.80,49.90%,68.80%,-24.46%,30.00%,-1.70%,-243.10%,-29.80%,17.42,13.97,3.20%,0.00%,91.40%,-1.21%,2.97%,3.68,,,-15.80%,1.70,0.80,0.67,0.00,26.10%,,,11.00%,-0.22%,0.45%,-38.59%,-70.52%,-70.52%,1.57,0.20,3.93%,4.62%,11.76%,11.29%,-23.85%,-1.68%,37.35%,-69.52%,37.35%,63.30,4.24%,0.90%,3.00,112.75,2.09,4.67,5.18%,236034,11/5/2020 4:30:00 PM,5.00,3/17/1980,4.67,0.00%
19,"AHC","A.H. Belo Corporation","Communication Services","Publishing","USA",30.00,,,,0.19,0.62,0.69,,11.11%,,-0.29,137.00%,,-35.40%,,-7.60%,97.50%,-12.50%,21.41,18.34,2.78%,0.00%,56.40%,-1.73%,0.08%,0.26,-4.60%,-11.70%,8.90%,2.80,2.70,0.00,0.00,92.60%,-8.80%,-3.90%,0.70%,-4.64%,2.13%,-16.28%,-48.94%,-48.94%,0.49,0.06,4.16%,4.15%,2.42%,3.98%,-1.88%,-5.63%,14.39%,-50.49%,17.05%,57.37,4.86%,0.00%,,55.25,3.92,1.51,4.86%,216837,10/27/2020 8:30:00 AM,,1/23/2008,1.48,-1.99%
20,"SPRT","Support.com, Inc.","Technology","Software - Application","USA",39.29,70.00,,7.00,0.84,1.19,1.32,10.07,,0.00%,0.03,141.80%,,24.60%,10.00%,-5.30%,-134.40%,-32.20%,19.24,15.29,8.50%,-1.24%,32.30%,-3.45%,0.14%,0.18,1.50%,1.70%,8.40%,8.70,8.70,0.00,0.00,31.80%,-0.20%,1.30%,-0.94%,6.06%,16.67%,52.17%,92.66%,92.66%,0.46,0.09,5.23%,4.67%,5.94%,6.64%,32.86%,-8.33%,19.70%,-10.37%,136.56%,60.34,2.80%,1.90%,2.00,123.63,3.40,2.20,4.76%,419838,,,7/19/2000,,
21,"RGLS","Regulus Therapeutics Inc.","Healthcare","Biotechnology","USA",50.86,,,,10.17,6.45,2.86,,,,-0.75,80.70%,6.50%,41.30%,39.60%,-2.30%,84.60%,27677.80%,38.14,36.65,5.10%,,22.80%,19.66%,2.95%,0.70,-57.50%,-150.70%,-48.10%,1.40,1.40,0.00,1.74,,,,-8.51%,104.73%,150.97%,81.69%,44.94%,44.94%,2.23,0.14,9.59%,15.10%,21.70%,74.67%,102.01%,-12.34%,200.00%,-22.41%,219.75%,69.58,3.85%,0.78%,2.70,1552.49,0.76,1.35,4.65%,1172973,11/5/2020 4:30:00 PM,1.00,10/4/2012,1.32,-2.22%
22,"ARC","ARC Document Solutions, Inc.","Industrials","Specialty Business Services","USA",61.40,10.68,,1.07,0.19,0.41,1.22,1.19,2.82%,22.50%,0.13,-66.00%,,-15.40%,10.00%,-2.00%,172.20%,-23.10%,42.75,35.46,2.80%,-42.40%,46.40%,-6.25%,0.85%,1.09,1.60%,4.00%,3.20%,1.40,1.30,0.60,0.72,32.30%,3.90%,1.80%,2.16%,-2.07%,57.78%,51.87%,2.16%,2.16%,1.64,0.07,2.77%,5.17%,7.09%,11.43%,42.76%,-5.13%,40.95%,-7.50%,335.29%,63.02,5.71%,-1.41%,,276.11,0.91,1.48,4.23%,251650,,,2/4/2005,1.49,0.68%
23,"TURN","180 Degree Capital Corp.","Financial","Asset Management","USA",67.54,,,,42.21,0.79,8.55,33.77,,,-0.12,,,24.40%,30.00%,11.60%,-217.10%,50.00%,31.12,29.22,5.20%,14.29%,33.20%,2.45%,0.20%,0.64,-4.30%,-4.40%,-5.10%,,,0.00,0.00,,,,10.88%,6.47%,13.23%,20.90%,-0.47%,-0.47%,1.06,0.13,12.85%,6.14%,10.92%,15.97%,26.59%,-17.47%,33.73%,-17.47%,113.46%,68.25,2.30%,1.40%,,91.95,2.09,2.22,3.74%,191731,11/18/2020 4:30:00 PM,,3/16/1983,2.22,0.00%
24,"VTNR","Vertex Energy, Inc.","Energy","Oil & Gas Refining & Marketing","USA",31.89,,,,0.23,3.12,2.04,13.86,,,-0.56,-23.00%,93.70%,-3.70%,20.00%,-8.80%,-0.90%,-1.10%,45.56,31.69,6.10%,0.00%,13.30%,-7.67%,2.17%,1.12,-20.40%,-140.30%,-6.80%,1.40,1.30,0.93,1.47,18.20%,-4.60%,-18.40%,3.14%,-8.39%,37.42%,5.21%,-55.38%,-55.38%,2.52,0.07,10.19%,9.30%,2.46%,22.64%,20.35%,-28.81%,77.72%,-63.50%,77.72%,61.08,-1.23%,4.89%,1.70,613.16,1.81,0.71,3.59%,1108515,,,10/21/1992,0.85,19.42%
25,"PT","Pintec Technology Holdings Limited","Financial","Credit Services","China",39.75,,,,0.20,1.39,1.34,,,,-3.27,,,,,,,106.20%,42.45,33.06,10.42%,0.00%,0.30%,18.89%,1.13%,1.49,-40.50%,-98.90%,-93.80%,1.10,1.10,0.53,4.23,40.10%,-72.20%,-70.50%,-12.28%,-4.30%,4.27%,-15.41%,-47.95%,-47.95%,,0.07,7.47%,7.17%,0.49%,2.24%,-10.73%,-24.62%,25.60%,-70.12%,30.65%,50.92,3.15%,0.27%,,251.55,0.33,0.98,3.43%,82775,9/21/2020 8:30:00 AM,,10/25/2018,0.97,-1.01%
26,"STKS","The ONE Group Hospitality, Inc.","Consumer Cyclical","Restaurants","USA",98.24,9.42,89.50,7.85,0.66,3.81,3.69,81.86,,0.00%,0.38,503.80%,118.20%,23.40%,1.20%,19.60%,-296.10%,79.20%,29.01,19.69,1.70%,3.32%,29.50%,0.14%,0.49%,0.98,5.50%,38.60%,28.80%,1.40,1.30,2.33,2.35,75.00%,0.30%,7.70%,13.65%,7.51%,79.00%,133.99%,-1.65%,-1.65%,2.41,0.23,8.09%,6.44%,14.73%,26.43%,83.06%,1.37%,87.78%,-20.94%,406.85%,69.81,1.65%,1.68%,2.30,99.25,0.61,3.70,3.35%,60360,11/5/2020 4:30:00 PM,3.17,10/17/2013,3.70,0.00%
27,"UAMY","United States Antimony Corporation","Basic Materials","Other Industrial Metals & Mining","USA",40.65,,,,6.66,4.21,23.91,,,,-0.05,-545.30%,,-16.20%,,-5.20%,-63.60%,-44.40%,73.24,59.85,0.50%,-42.59%,4.50%,36.43%,1.11%,0.18,-25.90%,-42.20%,-42.10%,0.70,0.50,0.06,0.08,-10.70%,-59.40%,-58.10%,16.14%,22.62%,74.21%,3.74%,31.22%,31.22%,0.96,0.06,18.34%,13.29%,15.17%,27.75%,27.37%,-11.53%,68.39%,-28.92%,137.81%,59.67,-0.53%,3.88%,,3782.52,0.30,0.52,3.33%,1127135,,,2/10/1997,0.51,-1.72%
28,"UTSI","UTStarcom Holdings Corp.","Technology","Communication Equipment","China",48.90,,,,1.20,0.55,1.48,,,,-0.51,-182.90%,,32.90%,22.00%,-12.70%,,-44.50%,35.69,10.96,70.60%,0.00%,3.90%,7.07%,6.08%,0.80,-11.50%,-18.50%,-6.20%,2.70,2.50,0.00,0.00,36.20%,-32.00%,-44.30%,-6.29%,17.54%,24.65%,-25.14%,-54.58%,-54.58%,1.40,0.15,7.82%,13.01%,1.75%,21.23%,-8.87%,-45.67%,67.88%,-53.35%,67.88%,55.10,3.76%,-0.75%,,829.11,0.18,1.38,2.99%,150893,,,3/3/2000,1.38,0.00%
29,"SYPR","Sypris Solutions, Inc.","Consumer Cyclical","Auto Parts","USA",32.40,15.74,,1.97,0.39,2.06,3.90,,,0.00%,0.09,-10.80%,,-24.50%,8.00%,-24.40%,323.00%,-0.40%,21.06,10.83,4.50%,0.00%,6.40%,-2.51%,0.07%,0.02,3.40%,15.40%,-12.20%,1.50,0.80,0.49,0.82,14.10%,-0.70%,2.40%,6.47%,1.37%,33.33%,105.53%,89.72%,89.72%,1.62,0.09,6.08%,5.97%,8.88%,13.29%,52.07%,-13.14%,40.74%,-29.30%,182.27%,59.34,2.01%,0.68%,3.00,332.23,1.41,1.52,2.70%,469686,11/12/2020 8:30:00 AM,,5/18/1994,1.47,-3.24%
30,"DARE","Dare Bioscience, Inc.","Healthcare","Biotechnology","USA",50.81,,,,,,9.41,,,,-0.90,38.00%,13.40%,43.00%,,,-18.10%,,37.99,35.23,8.30%,0.00%,5.90%,34.81%,1.48%,0.50,-269.50%,,,0.90,0.90,,,,,,0.00%,-11.49%,31.17%,31.00%,59.76%,59.76%,2.25,0.13,11.40%,9.98%,2.64%,12.36%,23.33%,-16.25%,41.84%,-39.64%,78.67%,53.71,3.08%,-0.76%,2.00,1037.13,0.51,1.34,2.29%,530087,11/12/2020 4:30:00 PM,,4/10/2014,1.34,0.00%
31,"EPM","Evolution Petroleum Corporation","Energy","Oil & Gas E&P","USA",92.63,,,,3.56,1.38,4.68,,3.58%,,-0.12,-61.20%,,6.50%,,1.20%,-356.90%,-39.10%,32.96,29.79,8.50%,0.00%,74.30%,-0.95%,1.21%,2.93,-4.40%,-5.40%,7.90%,6.40,6.40,0.00,0.00,50.80%,-34.40%,-15.30%,4.89%,-8.22%,24.55%,-4.78%,-48.99%,-48.99%,1.61,0.16,3.74%,6.45%,1.08%,9.66%,8.65%,-10.66%,36.36%,-50.26%,36.36%,54.60,3.64%,-1.43%,2.30,123.03,2.33,2.85,2.15%,286115,,4.00,4/11/1996,2.85,0.04%
32,"MCHX","Marchex, Inc.","Communication Services","Advertising Agencies","USA",73.86,,,,0.70,1.30,1.66,,,,-0.71,-40.90%,-27.30%,31.10%,15.00%,-9.40%,-192.10%,6.90%,47.13,32.60,5.30%,245.28%,78.50%,-2.78%,1.27%,5.93,-31.10%,-42.10%,-4.80%,2.40,2.40,0.00,0.08,42.70%,-34.40%,-31.70%,-10.28%,-11.11%,-9.43%,23.87%,-49.21%,-49.21%,1.89,0.15,11.86%,6.83%,-11.45%,-2.85%,11.97%,-21.29%,20.99%,-51.60%,78.18%,40.01,2.62%,-0.52%,2.00,70.09,0.82,1.96,2.08%,57408,11/4/2020 4:30:00 PM,3.75,3/31/2004,,
33,"RMTI","Rockwell Medical, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",93.52,,,,1.50,1.68,1.39,,,,-0.43,7.90%,50.00%,-1.70%,38.00%,2.50%,16.90%,-0.60%,93.57,79.03,0.30%,-74.27%,45.40%,45.31%,2.92%,1.93,-46.30%,-117.70%,,6.10,5.80,0.50,0.50,5.50%,-44.30%,-47.20%,-1.00%,-5.71%,-7.48%,-48.97%,-59.43%,-59.43%,1.10,0.07,6.35%,6.35%,-5.89%,1.06%,-37.30%,-19.84%,21.69%,-73.77%,21.69%,46.98,3.06%,-1.01%,2.00,1197.31,1.49,1.01,2.02%,1788136,11/9/2020 4:30:00 PM,,1/27/1998,1.02,0.99%
34,"SLRX","Salarius Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",17.14,,,,3.57,0.78,1.78,,,,-0.91,93.00%,18.50%,28.30%,,,86.90%,55.60%,17.97,16.26,0.60%,10.55%,25.70%,44.23%,2.87%,0.73,-39.50%,-45.20%,-74.50%,5.70,,0.00,0.04,,,,7.47%,31.10%,5.70%,-35.36%,-76.40%,-76.40%,1.94,0.11,10.02%,15.34%,-3.95%,13.04%,-5.60%,-34.53%,43.99%,-77.53%,63.90%,52.82,2.25%,-0.22%,1.50,637.96,0.79,0.91,2.02%,501420,11/11/2020 4:30:00 PM,,1/29/2015,0.91,0.00%
35,"RAVE","RAVE Restaurant Group, Inc.","Consumer Cyclical","Restaurants","USA",16.26,,,,1.79,22.31,5.61,,,,-0.29,-461.60%,,-10.30%,10.00%,-26.90%,-68.50%,-34.50%,15.45,12.91,0.50%,,37.70%,2.05%,0.21%,0.01,-42.80%,-298.80%,-156.80%,2.00,,3.67,3.67,95.80%,-4.90%,-48.50%,-4.05%,4.07%,101.17%,15.15%,-45.92%,-45.92%,0.89,0.10,6.89%,10.80%,-3.46%,9.05%,22.78%,-26.60%,40.02%,-61.44%,139.50%,50.84,1.10%,0.87%,,2378.12,0.13,0.91,1.98%,310005,,,9/1/1993,0.90,-1.11%
36,"RIBT","RiceBran Technologies","Consumer Defensive","Packaged Foods","USA",24.49,,,,0.97,1.05,6.28,,,,-0.35,-15.80%,73.30%,36.00%,40.00%,-10.00%,32.50%,-1.90%,40.82,39.28,1.30%,2.90%,43.00%,0.95%,0.63%,0.39,-36.10%,-49.40%,-42.90%,1.60,1.40,0.10,0.22,-12.00%,-52.30%,-53.50%,5.86%,0.22%,42.45%,-25.22%,-59.30%,-59.30%,0.40,0.05,10.60%,10.54%,5.61%,6.68%,-19.99%,-18.67%,35.56%,-59.33%,63.98%,54.50,1.84%,0.12%,2.00,631.65,0.45,0.61,1.96%,281483,11/5/2020 4:30:00 PM,1.00,7/18/2001,0.60,-1.64%
37,"SEEL","Seelos Therapeutics, Inc.","Healthcare","Biotechnology","USA",96.78,,,,,11.07,11.95,,,,-0.71,-123.80%,0.00%,56.90%,,-47.30%,34.70%,,46.99,46.28,13.38%,0.00%,10.10%,9.80%,1.44%,0.49,-217.30%,-543.50%,,3.50,3.50,0.01,0.00,,,,-13.41%,58.16%,65.42%,46.23%,15.67%,15.67%,2.32,0.20,19.41%,15.26%,16.58%,51.89%,72.51%,-24.40%,118.84%,-24.40%,276.64%,59.86,1.94%,0.00%,2.00,1355.24,0.48,1.58,1.94%,645581,,,4/7/1994,1.58,0.00%
38,"DOGZ","Dogness (International) Corporation","Consumer Defensive","Household & Personal Products","China",52.78,,9.00,,2.75,1.06,11.00,,,,-0.33,-694.30%,109.09%,-27.40%,,4.40%,-569.20%,-49.70%,25.91,16.85,,,0.10%,88.89%,1.12%,0.23,-12.40%,-14.60%,-15.80%,1.10,0.80,0.00,0.10,12.50%,-45.30%,-44.00%,8.38%,-18.18%,95.28%,47.12%,76.91%,55.64%,,0.20,8.26%,10.20%,9.85%,-0.10%,47.98%,-38.30%,39.74%,-38.30%,171.56%,56.88,-3.65%,5.80%,,815.15,0.03,2.11,1.93%,22527,,,12/20/2017,2.09,-0.95%
39,"CVU","CPI Aerostructures, Inc.","Industrials","Aerospace & Defense","USA",44.26,,28.92,,0.54,,6.61,21.07,,,-0.51,52.70%,159.10%,33.90%,9.00%,17.10%,32.50%,-2.00%,11.86,10.24,1.70%,0.00%,38.80%,-2.00%,0.89%,1.13,-13.40%,69.10%,-10.50%,1.50,1.20,,,9.40%,-5.30%,-7.40%,-4.79%,17.87%,40.30%,11.57%,-44.13%,-44.13%,1.73,0.20,5.47%,5.37%,4.64%,26.29%,31.72%,-6.56%,70.27%,-45.27%,196.98%,62.57,-5.17%,7.45%,3.00,81.17,2.81,3.83,1.89%,227814,12/31/2020 8:30:00 AM,4.00,9/17/1992,3.82,-0.29%
40,"NM","Navios Maritime Holdings Inc.","Industrials","Marine Shipping","Monaco",36.53,,,,0.08,,0.35,0.75,,,-19.09,48.30%,,-13.30%,16.00%,-3.10%,,-10.90%,16.53,15.38,23.20%,0.00%,8.40%,-1.70%,0.08%,0.13,-10.10%,,0.80%,0.80,0.70,,,38.70%,,-47.10%,-2.21%,-21.07%,25.57%,4.25%,-50.67%,-50.67%,2.59,0.19,7.01%,7.56%,-9.44%,8.66%,11.28%,-27.18%,55.17%,-51.40%,72.78%,47.21,3.21%,-1.36%,1.00,90.99,1.64,2.25,1.81%,149259,11/23/2020 8:30:00 AM,,1/6/2005,2.23,-0.89%
