"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
41,"CCRC","China Customer Relations Centers, Inc.","Technology","Information Technology Services","China",69.91,3.66,,,0.35,0.91,2.44,7.36,,0.00%,1.00,-18.90%,,44.20%,,32.40%,-6.80%,48.00%,18.39,12.01,34.51%,0.00%,0.20%,-2.55%,0.24%,0.09,20.60%,29.50%,14.80%,3.40,3.40,0.00,0.03,23.30%,8.70%,9.30%,-41.16%,-22.46%,-12.33%,-22.95%,-64.08%,-61.67%,0.48,0.71,22.58%,12.65%,-18.65%,-18.84%,-19.12%,-62.00%,13.77%,-65.42%,14.46%,41.58,4.11%,-0.28%,,328.68,0.96,3.80,3.82%,316720,,,12/21/2015,3.80,0.00%
42,"GNLN","Greenlane Holdings, Inc.","Healthcare","Pharmaceutical Retailers","USA",53.25,,,,0.38,2.74,1.33,,,,-0.45,-388.60%,84.10%,,,,-414.50%,-20.30%,12.80,12.59,0.40%,-88.38%,36.20%,3.61%,5.37%,1.93,-10.30%,-67.80%,-113.80%,2.70,1.70,0.50,0.52,16.60%,-34.50%,-10.00%,-7.49%,11.27%,83.72%,-0.75%,26.20%,21.35%,,0.38,6.85%,10.94%,-3.65%,17.67%,36.94%,-17.67%,70.12%,-17.67%,302.59%,53.10,4.86%,-1.01%,1.60,351.33,0.29,4.10,3.80%,100473,11/12/2020 8:30:00 AM,5.40,4/18/2019,4.10,0.00%
43,"SINT","Sintx Technologies, Inc.","Healthcare","Medical Devices","USA",40.83,,,,58.33,1.32,1.51,,,,-2.22,92.60%,72.70%,,,-50.30%,86.90%,-50.00%,25.55,25.16,1.54%,1.48%,1.40%,304.71%,0.62%,0.10,-77.60%,-100.40%,-126.80%,8.80,8.80,0.01,0.01,21.90%,,,-9.60%,-15.79%,-8.05%,-15.79%,6.67%,7.38%,1.58,0.12,5.24%,6.73%,-9.24%,-6.87%,13.30%,-26.22%,7.10%,-49.70%,492.86%,41.74,3.75%,0.00%,2.00,1553.39,0.78,1.66,3.75%,1203988,,,2/13/2014,1.65,-0.60%
44,"FARM","Farmer Bros. Co.","Consumer Defensive","Packaged Foods","USA",75.46,,,,0.16,0.72,6.86,,,,-2.80,49.90%,68.80%,-24.46%,30.00%,-1.70%,-243.10%,-29.80%,17.42,13.97,3.20%,0.00%,91.40%,-1.21%,2.97%,3.72,,,-15.80%,1.70,0.80,0.67,0.00,26.10%,,,5.16%,-6.96%,-4.68%,-41.69%,-71.26%,-71.58%,1.57,0.19,3.13%,4.59%,6.18%,5.84%,-27.79%,-6.53%,30.59%,-71.02%,30.59%,57.55,3.50%,0.23%,3.00,111.33,1.55,4.44,3.74%,172084,11/5/2020 4:30:00 PM,5.00,3/17/1980,4.43,-0.23%
45,"NAVB","Navidea Biopharmaceuticals, Inc.","Healthcare","Biotechnology","USA",52.21,,,,65.26,193.00,,,,,-0.52,59.90%,33.30%,30.80%,,-36.30%,24.90%,50.00%,25.84,18.45,30.70%,0.06%,6.00%,5.12%,1.54%,1.17,-205.30%,794.00%,843.30%,1.20,1.20,0.00,2.00,99.90%,,,-10.23%,-19.58%,-32.52%,-51.02%,55.66%,53.17%,1.98,0.13,5.83%,6.63%,-3.40%,-12.27%,-20.86%,-36.51%,8.99%,-62.66%,217.46%,42.11,-4.31%,8.29%,2.00,242.10,0.79,2.00,3.63%,190792,,,11/10/1992,1.99,-0.50%
46,"CEMI","Chembio Diagnostics, Inc.","Healthcare","Diagnostics & Research","USA",96.46,,,,3.31,2.79,3.36,,,,-1.21,-48.00%,25.00%,-46.60%,25.00%,4.50%,-23.20%,6.20%,20.11,17.37,13.89%,0.00%,38.40%,-11.84%,22.28%,1.98,-35.00%,-77.60%,-30.50%,4.10,3.00,0.54,0.54,25.10%,-68.10%,-76.50%,-16.04%,-13.10%,-1.05%,44.92%,4.90%,3.29%,2.11,0.47,6.28%,9.48%,-16.57%,-6.76%,-23.08%,-37.76%,24.81%,-69.29%,116.89%,41.48,4.05%,-0.42%,2.00,1952.91,0.49,4.88,3.61%,958979,11/5/2020 4:30:00 PM,9.00,10/18/2000,4.91,0.51%
47,"TRIB","Trinity Biotech plc","Healthcare","Diagnostics & Research","Ireland",89.33,,11.72,,0.99,2.78,,8.51,,0.00%,-0.18,-28.00%,-40.74%,-33.30%,15.00%,-2.90%,29200.00%,30.10%,20.90,14.39,11.20%,0.00%,27.00%,-13.07%,0.79%,0.35,-15.00%,-665.10%,-21.60%,3.10,1.90,11.70,0.00,46.60%,-21.10%,-21.70%,-11.97%,-15.16%,82.04%,72.02%,248.84%,262.88%,1.96,0.34,8.10%,8.06%,-10.01%,9.59%,69.86%,-21.46%,58.37%,-21.46%,591.62%,46.97,3.19%,0.27%,,321.59,0.70,3.88,3.47%,225490,11/17/2020 8:30:00 AM,7.00,10/21/1992,3.88,0.00%
48,"PULM","Pulmatrix, Inc.","Healthcare","Biotechnology","USA",41.21,,,,3.35,1.68,1.19,,,,-0.79,75.30%,-2.40%,48.70%,,,-77.60%,214.30%,33.93,26.91,1.09%,0.00%,30.30%,25.32%,0.33%,0.18,-56.40%,-147.80%,,3.50,3.50,0.00,0.00,,-91.10%,,-1.69%,-9.38%,-2.52%,-32.56%,37.93%,34.88%,1.72,0.09,9.46%,7.08%,-6.87%,0.15%,-10.22%,-16.08%,21.83%,-41.61%,44.58%,46.50,3.45%,0.00%,,478.01,0.59,1.20,3.45%,280546,,,3/21/2014,1.22,1.67%
49,"LUB","Luby's, Inc.","Consumer Cyclical","Restaurants","USA",81.46,,,,0.38,1.12,5.39,,,,-0.97,-90.10%,,-21.54%,7.00%,-11.50%,182.80%,-56.20%,30.56,18.71,5.20%,0.00%,37.40%,4.10%,6.08%,8.39,-15.10%,-36.40%,-19.00%,1.00,1.00,0.74,0.00,63.40%,-11.20%,-13.80%,-4.26%,-12.34%,-7.22%,86.21%,17.64%,22.73%,1.08,0.14,5.29%,5.58%,-0.94%,-1.26%,62.80%,-12.26%,8.98%,-15.45%,506.52%,48.00,4.49%,-1.11%,,135.60,0.08,2.79,3.33%,10438,,5.00,2/22/1982,,
50,"NBRV","Nabriva Therapeutics plc","Healthcare","Biotechnology","Ireland",52.73,,,,18.18,0.97,1.28,,,,-7.59,50.60%,37.90%,31.10%,,31.60%,62.20%,-81.20%,21.08,14.95,1.10%,-4.43%,20.70%,-2.41%,4.31%,1.54,-116.30%,-210.60%,-105.00%,4.90,4.40,0.21,0.21,84.30%,,,-2.02%,-43.88%,-55.00%,-63.98%,-81.59%,-81.59%,1.98,0.27,7.26%,7.08%,-16.64%,-38.36%,-57.68%,-58.46%,8.66%,-84.79%,8.66%,31.15,3.72%,-0.41%,2.70,419.97,1.85,2.51,3.29%,775605,11/5/2020 4:30:00 PM,,9/18/2015,2.53,0.78%
51,"STSA","Satsuma Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",80.49,,,,,0.97,0.98,,,,-2.64,-255.00%,90.00%,,,,-45.50%,,17.42,13.65,0.10%,-24.77%,57.10%,-28.38%,5.98%,2.14,-42.20%,-46.30%,,11.70,11.70,0.02,0.04,,,,-8.53%,-1.50%,19.74%,-83.97%,-76.36%,-76.58%,,0.30,5.70%,6.70%,-1.60%,9.13%,-70.34%,-8.46%,36.00%,-86.82%,36.00%,49.53,2.81%,0.43%,2.80,381.86,0.49,4.76,3.25%,185252,,4.50,9/13/2019,4.75,-0.21%
52,"RGLS","Regulus Therapeutics Inc.","Healthcare","Biotechnology","USA",49.29,,,,9.86,6.25,2.77,,,,-0.75,80.70%,6.50%,41.30%,39.60%,-2.30%,84.60%,27677.80%,38.14,36.65,5.10%,,22.80%,19.66%,2.95%,0.70,-57.50%,-150.70%,-48.10%,1.40,1.40,0.00,1.74,,,,-3.85%,96.32%,127.98%,83.42%,56.25%,40.45%,2.23,0.14,11.08%,14.92%,19.47%,70.35%,94.21%,-16.23%,186.67%,-25.86%,205.54%,67.00,4.03%,-0.80%,2.70,1535.92,0.86,1.29,3.20%,1320885,11/5/2020 4:30:00 PM,1.00,10/4/2012,,
53,"PHX","PHX Minerals Inc.","Energy","Oil & Gas E&P","USA",49.68,,,,2.06,0.67,4.64,5.52,1.79%,,-1.45,42.10%,0.00%,-35.30%,,-15.70%,97.10%,-40.90%,18.92,17.84,18.60%,6.79%,44.00%,7.38%,0.74%,0.65,-22.90%,-36.80%,-30.00%,4.00,4.00,0.43,0.46,75.60%,,-99.50%,-2.19%,22.53%,34.34%,-16.79%,-79.33%,-80.11%,1.16,0.21,9.68%,10.80%,5.84%,24.14%,-12.75%,-12.84%,69.34%,-79.79%,69.34%,57.34,4.07%,-0.90%,1.00,205.33,0.40,2.30,3.14%,82400,12/10/2020 4:30:00 PM,3.50,2/3/1992,2.30,0.00%
54,"ARPO","Aerpio Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",45.62,,,,3.04,0.86,0.96,,,,-0.10,-87.10%,-292.90%,,,,-2.70%,,42.14,39.49,16.18%,-0.28%,41.50%,69.24%,1.56%,0.31,-9.40%,-10.10%,,19.70,19.70,0.00,0.00,,,-27.00%,-7.69%,-40.74%,-35.35%,-23.20%,60.00%,53.97%,2.02,0.15,6.57%,8.96%,-31.25%,-31.44%,-17.31%,-57.14%,3.13%,-57.14%,135.71%,34.99,2.10%,1.00%,2.00,1956.39,0.69,0.99,3.13%,1359441,,1.75,8/8/2017,0.98,-1.00%
55,"CJJD","China Jo-Jo Drugstores, Inc.","Healthcare","Pharmaceutical Retailers","China",38.34,,,,0.31,1.31,1.76,,,,-0.12,-453.40%,,-38.70%,30.00%,8.80%,-5.80%,8.50%,37.96,28.51,24.90%,0.00%,18.10%,6.40%,1.21%,0.53,-4.30%,-16.10%,-12.80%,1.20,0.90,0.11,1.05,22.10%,-3.60%,-3.30%,-2.88%,-4.72%,4.98%,-26.81%,-46.28%,-44.51%,0.55,0.05,3.65%,4.68%,-0.45%,2.11%,-27.84%,-16.80%,16.85%,-69.94%,30.00%,51.46,4.52%,-1.49%,,653.57,0.78,1.04,2.97%,510047,,,5/16/2008,,
56,"NBY","NovaBay Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",27.14,,,,2.77,2.01,2.03,,,,-0.41,-25.30%,53.10%,42.40%,,44.30%,-558.90%,37.50%,40.04,31.25,9.60%,-26.36%,6.20%,24.92%,4.22%,0.86,-100.10%,-329.80%,-261.30%,5.30,5.10,0.00,0.01,61.50%,-70.30%,,11.15%,11.02%,-4.08%,-38.70%,11.36%,10.16%,3.53,0.05,10.17%,7.99%,8.70%,12.98%,-16.15%,-9.13%,40.95%,-62.58%,202.46%,60.67,3.85%,-0.85%,1.50,1526.86,1.31,0.73,2.96%,1993599,11/12/2020 4:30:00 PM,,10/26/2007,0.73,0.77%
57,"NWHM","The New Home Company Inc.","Consumer Cyclical","Residential Construction","USA",85.87,,,,0.15,0.44,0.68,0.69,,,-1.83,42.30%,,-27.20%,25.00%,34.90%,128.20%,-21.00%,18.23,12.72,0.20%,0.00%,61.40%,5.52%,0.66%,1.39,-6.10%,-16.30%,-0.70%,,,1.46,1.46,10.50%,-6.20%,-5.90%,-0.83%,-17.36%,-6.85%,41.67%,6.73%,2.15%,2.70,0.24,4.28%,4.90%,-3.41%,-6.55%,26.64%,-17.23%,6.75%,-18.33%,421.11%,43.38,2.94%,0.00%,3.00,60.64,2.54,4.90,2.94%,153956,11/2/2020 8:30:00 AM,,1/31/2014,,
58,"LODE","Comstock Mining Inc.","Real Estate","Real Estate Services","USA",34.84,1.83,,,174.22,0.94,3.06,,,0.00%,0.56,75.40%,-129.10%,,,,4379.20%,2.20%,32.08,27.23,0.50%,89.74%,8.70%,15.64%,0.13%,0.07,42.20%,66.90%,-20.40%,4.10,4.10,0.00,0.14,,,,1.98%,0.98%,-4.63%,8.43%,139.59%,133.35%,1.44,0.06,4.53%,5.50%,1.44%,2.21%,26.42%,-18.46%,14.58%,-50.00%,221.21%,52.82,0.95%,1.94%,,459.38,0.77,1.06,2.91%,352365,11/17/2020 8:30:00 AM,,2/28/2002,1.04,-1.89%
59,"TURN","180 Degree Capital Corp.","Financial","Asset Management","USA",65.64,,,,41.03,0.77,8.31,32.82,,,-0.12,,,24.40%,30.00%,11.60%,-217.10%,50.00%,31.12,29.22,5.20%,13.93%,33.20%,2.45%,0.20%,0.65,-4.30%,-4.40%,-5.10%,,,0.00,0.00,,,,6.87%,2.46%,10.05%,19.54%,-3.26%,-3.26%,1.06,0.13,12.94%,6.08%,7.21%,12.12%,22.25%,-20.45%,28.92%,-20.45%,105.77%,63.56,3.38%,-0.48%,,90.49,1.12,2.14,2.88%,101573,11/18/2020 4:30:00 PM,,3/16/1983,2.14,0.00%
60,"JT","Jianpu Technology Inc.","Financial","Credit Services","China",59.36,,,,0.24,0.04,0.56,,,,-21.19,-119.50%,,,,,-156.70%,-61.00%,21.13,13.99,,,26.00%,-2.13%,1.37%,1.31,-17.80%,-26.90%,-36.60%,2.90,2.90,0.00,0.05,91.80%,-28.20%,-22.30%,-6.35%,-4.60%,-33.96%,-46.15%,-75.35%,-76.51%,,0.24,7.22%,8.58%,3.72%,-14.23%,-43.06%,-65.71%,20.00%,-78.70%,20.00%,48.79,0.35%,2.50%,2.00,146.00,0.75,2.88,2.86%,109798,,1.13,11/16/2017,2.88,0.00%
61,"BLRX","BioLineRx Ltd.","Healthcare","Biotechnology","Israel",56.35,,,,,1.97,,,,,-1.97,45.50%,0.70%,,,,,,22.72,19.77,,,28.63%,,12.75%,0.44,,,,,,,,,,,-6.06%,6.90%,50.30%,45.03%,7.83%,10.22%,,0.27,6.50%,10.11%,-2.20%,10.28%,35.40%,-31.45%,82.14%,-31.45%,140.36%,50.54,2.00%,0.81%,1.70,5779.89,0.09,2.55,2.82%,525210,11/23/2020 8:30:00 AM,,7/25/2011,2.54,-0.39%
62,"ENTX","Entera Bio Ltd.","Healthcare","Biotechnology","Israel",19.70,,,,98.49,3.45,,,,,-0.68,1.20%,,,,,64.40%,0.00%,18.33,10.60,41.20%,0.00%,10.40%,-0.98%,0.47%,0.13,-85.70%,-128.00%,-93.90%,2.70,2.70,0.00,0.04,13.80%,,,0.94%,0.94%,-14.40%,-41.85%,-52.44%,-50.00%,,0.08,4.52%,8.94%,0.64%,0.87%,-31.13%,-27.15%,8.91%,-67.65%,10.00%,52.05,4.76%,-1.87%,2.00,383.00,1.65,1.10,2.80%,631799,11/19/2020 8:30:00 AM,,6/28/2018,1.10,0.00%
63,"SYPR","Sypris Solutions, Inc.","Consumer Cyclical","Auto Parts","USA",31.52,15.32,,1.91,0.38,2.00,3.80,,,0.00%,0.09,-10.80%,,-24.50%,8.00%,-24.40%,323.00%,-0.40%,21.06,10.83,4.50%,0.00%,6.40%,-2.51%,0.07%,0.02,3.40%,15.40%,-12.20%,1.50,0.80,0.49,0.82,14.10%,-0.70%,2.40%,5.88%,-6.49%,26.32%,98.59%,80.00%,84.59%,1.62,0.10,6.26%,6.62%,6.47%,10.77%,48.65%,-15.43%,37.04%,-31.16%,174.84%,56.70,2.07%,0.69%,3.00,335.03,0.23,1.48,2.78%,77079,11/12/2020 8:30:00 AM,,5/18/1994,,
64,"PVL","Permianville Royalty Trust","Energy","Oil & Gas E&P","USA",22.87,3.11,,,3.05,0.32,228.69,,19.14%,72.00%,0.23,-33.70%,,-19.70%,,-19.90%,-95.50%,-93.30%,33.00,22.51,31.80%,0.00%,4.10%,-12.14%,0.06%,0.07,9.90%,9.90%,12.30%,0.40,0.40,0.00,0.00,,99.90%,98.80%,-12.28%,-3.43%,0.14%,-41.67%,-62.96%,-62.16%,1.86,0.05,5.76%,6.35%,-8.83%,8.96%,-27.54%,-18.28%,56.33%,-66.55%,56.33%,44.25,1.61%,1.10%,,214.20,0.79,0.72,2.73%,168928,,,11/3/2011,0.72,0.13%
65,"BHTG","BioHiTech Global, Inc.","Industrials","Pollution & Treatment Controls","USA",26.40,,,,6.00,,5.28,,,,-0.63,49.90%,75.40%,0.00%,,22.70%,-27.00%,-50.00%,22.05,18.17,6.30%,0.22%,1.80%,9.08%,0.25%,0.10,-20.30%,255.60%,-21.60%,0.50,0.50,,,-8.10%,,,-5.04%,-16.91%,-7.38%,-54.98%,-32.13%,-33.53%,1.48,0.08,4.57%,6.64%,-7.53%,-7.73%,-16.95%,-31.76%,4.98%,-73.64%,14.85%,39.92,0.87%,1.77%,2.00,441.22,0.67,1.16,2.65%,295419,11/16/2020 4:30:00 PM,2.00,10/28/2015,1.17,0.86%
66,"RAIL","FreightCar America, Inc.","Industrials","Railroads","USA",36.75,,,,0.40,0.60,,,,,-6.42,-84.80%,67.50%,-5.85%,3.00%,-17.40%,-12.20%,-38.10%,12.43,11.94,2.10%,17.90%,28.70%,-11.35%,4.68%,0.56,-33.10%,-90.10%,-59.30%,1.10,0.60,0.09,0.42,-29.20%,-86.60%,-85.80%,-7.20%,-15.94%,-4.13%,87.10%,12.62%,12.08%,2.27,0.27,7.20%,10.71%,-10.51%,12.35%,40.31%,-31.21%,76.30%,-31.21%,226.03%,47.81,3.03%,-0.43%,3.00,1005.58,0.18,2.38,2.59%,179007,11/9/2020 4:30:00 PM,2.33,4/6/2005,2.38,0.00%
67,"HSDT","Helius Medical Technologies, Inc.","Healthcare","Medical Devices","USA",20.04,,,,33.41,2.56,3.78,,,,-0.51,70.50%,,15.50%,,,,-80.00%,40.62,35.81,0.40%,0.00%,8.80%,7.96%,2.52%,3.67,-157.10%,-241.60%,-413.70%,3.30,3.00,0.00,0.00,20.50%,,,6.40%,2.56%,5.72%,-4.19%,-58.71%,-57.86%,0.73,0.03,8.16%,7.89%,2.58%,3.30%,-3.74%,-14.49%,16.39%,-71.50%,68.27%,54.92,7.49%,-4.65%,,245.55,7.22,0.42,2.50%,1773782,11/12/2020 4:30:00 PM,,6/27/2014,,
68,"SOHO","Sotherly Hotels Inc.","Real Estate","REIT - Hotel & Motel","USA",37.62,,,,0.37,0.58,2.43,,,,-3.31,-2.40%,74.30%,-50.40%,0.00%,8.60%,,-66.20%,14.33,12.88,6.80%,0.00%,22.00%,-1.35%,0.18%,0.09,-9.90%,-58.70%,3.80%,,,6.01,6.01,59.50%,-18.60%,-46.60%,-9.52%,2.23%,35.71%,-1.98%,-63.13%,-63.57%,2.30,0.19,5.57%,8.08%,-6.66%,13.12%,16.11%,-21.67%,70.95%,-63.33%,76.92%,49.12,2.02%,0.40%,2.00,264.36,0.29,2.53,2.43%,77948,11/9/2020 8:30:00 AM,2.75,12/17/2004,2.53,0.00%
69,"ALNA","Allena Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",58.45,,,,,2.50,1.94,,,,-1.27,-24.20%,21.50%,,,,60.90%,,36.26,27.09,0.90%,-28.97%,35.60%,-0.62%,4.84%,0.91,-114.20%,-210.80%,,8.00,8.00,0.54,0.54,,,,-1.57%,-14.38%,3.31%,-20.89%,-49.80%,-54.21%,,0.09,7.41%,7.25%,-2.10%,-5.44%,-12.39%,-21.47%,10.34%,-62.24%,143.81%,45.64,0.79%,1.60%,1.70,1432.33,0.58,1.28,2.40%,824121,,,11/2/2017,,
70,"QLGN","Qualigen Therapeutics, Inc.","Healthcare","Biotechnology","USA",83.62,,,,49.19,,,,,,-4.68,71.10%,67.80%,28.00%,,,92.80%,-30.30%,25.43,21.15,0.10%,56.24%,3.10%,418.22%,8.25%,1.56,-296.70%,985.20%,,0.80,0.70,,,0.70%,,,-10.68%,-15.21%,-38.32%,-24.18%,-31.87%,-28.72%,-0.70,0.27,6.32%,8.24%,-12.31%,-16.59%,-45.66%,-35.16%,7.32%,-85.67%,7.32%,38.95,0.00%,2.33%,2.00,1120.88,0.82,3.08,2.33%,915142,,,6/24/2015,3.14,1.95%
71,"PDSB","PDS Biotechnology Corporation","Healthcare","Biotechnology","USA",50.40,,,,,1.33,1.50,,,,-1.57,94.50%,0.00%,32.40%,,,81.20%,,18.96,16.11,27.64%,0.00%,14.80%,87.01%,2.89%,0.98,-64.50%,-75.30%,,11.70,11.70,0.00,0.00,,,,-2.24%,2.83%,-6.44%,8.46%,-18.66%,-17.74%,2.73,0.17,7.92%,8.16%,0.34%,3.39%,13.42%,-18.32%,19.25%,-55.22%,262.42%,51.38,1.36%,0.92%,1.80,474.68,0.43,2.23,2.29%,203598,,,10/1/2015,,
72,"AMPY","Amplify Energy Corp.","Energy","Oil & Gas E&P","USA",49.76,,,,0.22,12.09,3.69,0.79,37.59%,,-12.05,-162.90%,-175.80%,-16.20%,15.00%,-19.10%,-415.00%,-27.80%,37.63,30.21,19.79%,-57.64%,56.50%,-16.59%,6.94%,2.08,-80.30%,-348.00%,-1.80%,1.20,1.20,66.38,67.63,43.30%,,,-5.67%,22.02%,49.05%,8.13%,-79.88%,-79.88%,4.38,0.15,9.51%,12.20%,1.53%,32.66%,25.39%,-17.58%,119.32%,-82.06%,176.14%,55.27,0.74%,1.50%,2.50,1006.83,0.75,1.36,2.26%,751221,11/5/2020 8:30:00 AM,2.20,10/24/2016,1.37,0.74%
73,"MRAM","Everspin Technologies, Inc.","Technology","Semiconductors","USA",84.11,,,,2.02,4.74,6.05,,,,-0.54,21.90%,100.00%,-0.80%,20.00%,8.50%,2.80%,9.80%,18.94,17.93,0.40%,-11.31%,51.50%,-2.10%,1.59%,1.32,-28.90%,-52.10%,-54.80%,2.90,2.30,0.24,0.44,43.30%,-22.70%,-24.00%,0.67%,-19.64%,-22.01%,-35.90%,-14.77%,-14.45%,1.68,0.30,4.77%,5.89%,-8.12%,-23.53%,-18.15%,-43.90%,6.98%,-48.95%,162.86%,36.83,2.22%,0.00%,1.50,215.90,1.24,4.60,2.22%,267130,11/5/2020 4:30:00 PM,8.00,10/7/2016,,
74,"SNSS","Sunesis Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",34.52,,,,15.69,1.55,1.33,,,,-1.86,64.20%,-34.80%,42.60%,,-18.40%,48.50%,,15.93,14.25,0.11%,0.00%,42.90%,70.72%,6.76%,1.07,-72.30%,-179.10%,-109.80%,7.70,7.70,0.00,0.00,,,,1.09%,23.33%,40.15%,-29.76%,-45.78%,-45.22%,2.28,0.12,6.36%,7.46%,3.42%,25.97%,-33.60%,-8.70%,68.75%,-83.27%,68.75%,61.60,2.72%,-0.54%,3.00,896.57,0.41,1.89,2.16%,370010,11/16/2020 4:30:00 PM,3.25,9/27/2005,1.90,0.53%
75,"NEOS","Neos Therapeutics, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",31.17,,,,0.55,,2.45,,,,-0.44,78.80%,67.60%,28.10%,31.70%,143.30%,-139.30%,-28.60%,49.76,49.01,1.50%,0.00%,33.40%,-7.44%,2.35%,0.27,-28.50%,156.00%,-26.90%,0.70,0.50,,,56.90%,-23.70%,-38.40%,-7.01%,9.08%,11.88%,-8.06%,-58.57%,-58.29%,1.49,0.07,5.52%,11.93%,-1.72%,0.20%,-8.10%,-46.40%,39.77%,-67.52%,42.90%,49.70,1.87%,0.25%,2.00,4204.04,0.18,0.64,2.13%,754458,11/9/2020 8:30:00 AM,,7/23/2015,,
76,"ECOR","electroCore, Inc.","Healthcare","Medical Instruments & Supplies","USA",65.48,,,,20.46,2.25,2.53,,,,-0.79,19.40%,27.10%,,,,72.00%,57.10%,44.03,31.91,29.80%,0.00%,12.80%,-0.21%,1.65%,0.95,-80.50%,-113.50%,-189.00%,4.90,4.80,0.05,0.07,59.60%,,,-11.66%,-2.70%,-12.20%,75.14%,-2.70%,-9.43%,,0.10,6.84%,7.26%,-10.28%,-8.04%,6.55%,-21.39%,5.00%,-55.45%,359.23%,38.11,-0.68%,2.78%,2.00,555.39,0.76,1.47,2.08%,423212,11/12/2020 4:30:00 PM,,6/22/2018,,
77,"CLBS","Caladrius Biosciences, Inc.","Healthcare","Biotechnology","USA",28.15,,,,,0.72,0.70,,,,-0.63,-12.40%,40.80%,35.50%,,,39.10%,,18.60,17.03,1.00%,40.45%,19.20%,16.75%,0.76%,0.69,-23.80%,-28.00%,,9.90,9.90,0.00,0.00,,,,1.39%,-2.01%,-22.34%,-17.98%,-41.13%,-41.83%,1.57,0.11,7.65%,7.99%,-2.77%,-3.05%,-20.46%,-15.34%,19.20%,-59.07%,41.90%,47.83,3.47%,-1.37%,2.30,188.99,0.84,1.49,2.05%,158325,11/5/2020 4:30:00 PM,,11/3/1995,,
78,"MRKR","Marker Therapeutics, Inc.","Healthcare","Biotechnology","USA",71.58,,,,102.26,2.01,2.23,,,,-0.51,93.90%,-13.60%,54.40%,,,-11.20%,,46.57,33.67,29.89%,0.00%,29.80%,-0.30%,10.20%,12.59,-49.40%,-56.30%,-51.10%,7.00,7.00,0.00,0.00,,,,-5.10%,-11.83%,-2.61%,-28.02%,-50.50%,-48.26%,1.29,0.12,7.73%,7.99%,-4.61%,-1.99%,-18.04%,-27.96%,15.15%,-55.16%,15.15%,47.00,4.83%,-2.68%,1.50,272.84,1.40,1.52,2.01%,382470,11/9/2020 4:30:00 PM,,1/5/1998,1.51,-0.66%
79,"CDTX","Cidara Therapeutics, Inc.","Healthcare","Biotechnology","USA",90.00,,,,8.82,2.94,1.98,,,,-1.65,48.80%,-7.10%,-9.90%,,,-619.50%,-87.40%,43.21,35.34,0.90%,32.79%,65.30%,5.72%,4.56%,5.00,-92.70%,-165.60%,-87.30%,1.80,1.80,0.00,0.27,,,,0.00%,-14.16%,-31.74%,-45.80%,-42.86%,-47.92%,1.70,0.15,6.52%,7.80%,-3.20%,-14.13%,-33.08%,-37.61%,12.09%,-54.16%,56.92%,41.90,2.00%,0.00%,1.70,322.02,1.38,2.04,2.00%,443698,11/5/2020 4:30:00 PM,,4/15/2015,,
80,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",57.86,,,,,0.99,21.43,,,,-0.02,-3.20%,,31.70%,,,81.30%,,119.16,114.95,7.20%,0.00%,5.90%,44.19%,0.46%,0.44,-4.20%,-4.60%,,9.50,9.50,0.04,0.04,,,,-9.71%,-54.41%,-43.69%,-4.93%,-18.92%,-21.05%,1.14,0.07,6.27%,11.89%,-29.68%,-46.79%,-26.97%,-61.77%,5.33%,-61.77%,123.48%,30.20,3.04%,-1.08%,,1185.59,0.97,0.47,1.94%,1152002,,,10/17/2003,0.48,1.27%
