"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
40,"ARC","ARC Document Solutions, Inc.","Industrials","Specialty Business Services","USA",63.56,10.68,,1.07,0.20,0.41,1.26,1.23,2.82%,22.50%,0.13,-66.00%,,-15.40%,10.00%,-2.00%,172.20%,-23.10%,42.75,35.46,2.80%,-41.56%,46.40%,-6.05%,0.92%,1.21,1.60%,4.00%,3.20%,1.40,1.30,0.60,0.72,32.30%,3.90%,1.80%,-2.74%,7.58%,52.41%,79.75%,-2.07%,2.16%,1.64,0.07,3.33%,6.01%,2.64%,9.15%,38.71%,-8.97%,42.00%,-11.25%,317.65%,56.79,-1.39%,2.86%,,269.93,0.32,1.42,1.43%,86378,,,2/4/2005,,
41,"GVP","GSE Systems, Inc.","Technology","Software - Application","USA",30.13,,23.83,,0.48,2.55,3.91,5.02,,,-0.77,-34.30%,112.80%,-8.00%,,17.20%,47.40%,-35.50%,20.56,16.26,5.50%,19.00%,52.90%,-1.92%,0.24%,0.20,-30.80%,-109.30%,-34.10%,1.10,1.10,0.84,1.19,25.70%,-16.50%,-25.20%,6.72%,24.35%,41.58%,44.44%,-2.88%,-13.33%,1.65,0.10,6.37%,8.80%,14.95%,28.62%,37.96%,-15.88%,47.03%,-26.29%,66.28%,67.69,3.62%,-2.13%,2.00,194.05,0.26,1.43,1.42%,51370,11/16/2020 4:30:00 PM,1.50,7/27/1995,,
42,"APEN","Apollo Endosurgery, Inc.","Healthcare","Medical Devices","USA",95.17,,,,2.31,7.98,2.54,,,,-1.24,45.00%,25.70%,56.00%,,58.40%,72.20%,13.30%,23.11,17.94,1.30%,,59.70%,16.70%,1.72%,2.21,-37.30%,,-43.20%,3.10,2.50,4.69,5.49,50.70%,-47.40%,-63.90%,-0.28%,27.76%,154.61%,117.58%,23.52%,25.96%,2.20,0.37,7.24%,12.36%,-4.25%,32.29%,79.86%,-30.29%,122.98%,-30.29%,189.52%,54.20,1.41%,0.00%,2.00,139.83,0.12,3.59,1.41%,16106,,,12/9/2005,,
43,"MIND","MIND Technology, Inc.","Technology","Scientific & Technical Instruments","USA",28.47,,,,1.01,0.87,10.54,,,,-1.36,38.30%,-60.00%,-8.30%,15.00%,-12.50%,-57.10%,-20.70%,12.31,12.13,4.90%,15.32%,48.00%,-6.17%,0.15%,0.09,-47.00%,-59.60%,-23.60%,4.30,2.40,0.05,0.05,38.20%,-48.90%,-81.10%,-3.11%,2.83%,5.83%,36.25%,-18.35%,-24.04%,1.94,0.25,5.84%,12.57%,-5.50%,-1.45%,16.85%,-33.74%,28.24%,-34.59%,211.43%,47.30,2.35%,-0.93%,3.00,209.89,0.30,2.18,1.40%,63077,12/3/2020 4:30:00 PM,,12/19/1994,,
44,"FPAY","FlexShopper, Inc.","Industrials","Rental & Leasing Services","USA",52.14,,6.46,,0.54,,7.67,,,,-0.21,92.40%,384.60%,41.70%,,77.70%,-138.20%,7.40%,21.36,14.65,0.10%,,24.90%,-7.25%,0.42%,0.28,-8.00%,33.30%,23.30%,1.70,1.70,,,33.00%,3.70%,-4.20%,0.00%,42.77%,38.60%,38.60%,5.80%,-6.32%,1.17,0.21,8.03%,11.09%,5.43%,24.87%,45.96%,-19.36%,61.22%,-26.40%,149.47%,56.71,1.72%,-0.43%,2.00,215.11,0.67,2.37,1.28%,143852,11/9/2020 4:30:00 PM,4.00,12/18/2007,2.42,2.11%
45,"STRM","Streamline Health Solutions, Inc.","Healthcare","Health Information Services","USA",53.53,,,,4.06,2.67,17.84,,,,-0.19,129.80%,-11.80%,16.30%,15.00%,-5.60%,-122.60%,-25.70%,30.29,24.59,2.40%,0.00%,44.00%,0.80%,0.20%,0.71,-3.20%,-5.00%,-11.60%,0.90,0.90,0.04,0.13,51.30%,-53.30%,-7.00%,-2.98%,5.84%,11.64%,20.74%,20.74%,17.27%,0.79,0.08,3.06%,5.98%,-1.84%,4.59%,28.86%,-15.10%,25.38%,-15.10%,208.13%,50.65,1.24%,0.00%,2.00,69.60,0.68,1.63,1.24%,47085,12/8/2020 4:30:00 PM,2.50,4/18/1996,,
46,"BHAT","Fujian Blue Hat Interactive Entertainment Technology Ltd.","Communication Services","Electronic Gaming & Multimedia","China",31.43,3.05,,,1.48,0.66,2.76,,,,0.28,13.50%,,,,,-88.40%,-66.70%,35.14,12.87,64.75%,0.00%,2.50%,172.31%,5.10%,0.92,,,17.80%,3.40,3.40,0.00,0.04,,,,-6.35%,-4.49%,-12.37%,-27.35%,-65.86%,-57.72%,,0.06,4.99%,6.49%,-4.87%,-3.13%,-17.65%,-26.09%,11.62%,-68.40%,34.75%,44.25,0.89%,0.27%,,716.61,0.39,0.85,1.17%,279076,,,7/26/2019,,
47,"NWHM","The New Home Company Inc.","Consumer Cyclical","Residential Construction","USA",90.43,,,,0.15,0.44,0.72,0.73,,,-1.83,42.30%,,-27.20%,25.00%,34.90%,128.20%,-21.00%,18.23,12.72,0.20%,0.00%,61.40%,5.27%,0.79%,1.67,-6.10%,-16.30%,-0.70%,,,1.46,1.46,10.50%,-6.20%,-5.90%,-4.00%,-14.59%,1.69%,59.47%,4.35%,3.00%,2.69,0.23,4.16%,4.75%,-7.98%,-9.31%,25.05%,-18.92%,2.30%,-20.00%,410.48%,34.64,1.91%,-0.84%,3.00,59.87,0.33,4.80,1.05%,19961,11/2/2020 8:30:00 AM,,1/31/2014,,
48,"ASLN","ASLAN Pharmaceuticals Limited","Healthcare","Biotechnology","Singapore",61.56,,,,324.50,,4.25,,,,-1.33,-5.20%,-74.40%,-14.80%,,,59.70%,,37.99,37.99,,,10.60%,-2.33%,0.06%,0.06,-190.20%,,-283.20%,3.20,3.20,,,,,,-5.80%,7.14%,4.28%,-2.50%,-13.72%,-3.94%,,0.14,4.94%,8.66%,-0.10%,7.56%,15.51%,-20.73%,37.32%,-31.58%,134.94%,51.16,0.52%,0.52%,2.30,420.93,0.15,1.95,1.04%,64836,,,5/4/2018,,
49,"PVL","Permianville Royalty Trust","Energy","Oil & Gas E&P","USA",26.92,3.55,,,3.59,0.36,269.18,,19.02%,72.00%,0.23,-33.70%,,-19.70%,,-19.90%,-95.50%,-93.30%,33.00,22.51,31.80%,0.00%,4.10%,-11.81%,0.22%,0.23,9.90%,9.90%,12.30%,0.40,0.40,0.00,0.00,,99.90%,98.80%,-6.00%,9.45%,12.01%,-37.58%,-56.34%,-56.81%,1.88,0.04,4.37%,5.94%,1.94%,22.60%,-19.87%,-9.20%,73.70%,-62.84%,73.70%,59.86,2.44%,-1.39%,,216.26,0.39,0.80,1.01%,83267,,,11/3/2011,,
50,"PEI","Pennsylvania Real Estate Investment Trust","Real Estate","REIT - Retail","USA",78.01,,,,0.27,0.25,2.14,,,,-1.39,73.70%,-7.80%,-3.40%,1.00%,-4.90%,-306.00%,-21.10%,77.40,65.49,17.67%,0.00%,30.70%,-37.66%,18.23%,3.36,-4.50%,-29.50%,1.70%,,,5.75,5.75,54.70%,-10.80%,-37.70%,-0.98%,-19.84%,90.57%,-27.34%,-80.58%,-81.05%,3.08,0.11,5.31%,9.86%,-5.32%,33.62%,0.38%,-26.81%,184.51%,-81.30%,184.51%,55.44,1.00%,0.00%,3.00,3551.47,0.22,1.01,1.00%,797368,11/6/2020 8:30:00 AM,1.00,5/3/1973,1.01,0.00%
51,"TRIB","Trinity Biotech plc","Healthcare","Diagnostics & Research","Ireland",98.37,,12.94,,1.09,3.07,,9.37,,0.00%,-0.18,-28.00%,-40.74%,-33.30%,15.00%,-2.90%,29200.00%,30.10%,20.90,14.39,11.20%,0.00%,27.00%,-13.10%,0.78%,0.35,-15.00%,-665.10%,-21.60%,3.10,1.90,11.70,0.00,46.60%,-21.10%,-21.70%,-3.50%,8.38%,107.00%,87.33%,279.82%,300.62%,1.96,0.35,7.49%,8.22%,-5.23%,19.58%,84.91%,-16.19%,82.38%,-16.19%,637.97%,53.59,0.73%,0.24%,,318.77,0.27,4.14,0.98%,86833,11/17/2020 8:30:00 AM,7.00,10/21/1992,,
52,"PZG","Paramount Gold Nevada Corp.","Basic Materials","Gold","USA",38.05,,,,47.56,0.78,8.46,,,,-0.24,-1.00%,,18.30%,,39.80%,-7.80%,,33.72,26.43,0.70%,6.54%,8.20%,92.43%,0.65%,1.45,-13.00%,-14.80%,,8.70,8.70,0.11,0.11,23.50%,,,-2.68%,12.14%,-6.84%,-5.22%,41.85%,40.94%,1.99,0.05,3.36%,4.69%,-1.01%,-1.93%,-1.09%,-14.84%,13.54%,-26.35%,131.18%,48.86,0.00%,0.93%,1.50,118.68,0.35,1.09,0.93%,41010,,,4/10/2015,,
53,"CTXR","Citius Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",59.53,,0.50,,,1.61,7.00,,,,-0.55,33.90%,353.06%,-6.20%,,,43.80%,,41.60,39.44,22.20%,0.00%,13.40%,3.53%,2.44%,1.26,-53.90%,-69.20%,,2.40,2.40,0.01,0.01,,,,1.83%,23.33%,11.00%,-19.57%,-3.48%,8.82%,1.55,0.06,5.47%,6.72%,1.31%,6.47%,13.20%,-12.60%,27.16%,-43.65%,167.47%,54.94,0.91%,0.00%,2.00,764.55,0.52,1.11,0.91%,394831,,,10/2/2014,1.06,-4.50%
54,"AIRI","Air Industries Group","Industrials","Aerospace & Defense","USA",38.79,,14.88,,0.79,3.22,25.86,,,,-0.08,71.70%,500.00%,-24.00%,,-3.20%,-213.70%,-2.10%,30.62,24.78,20.10%,-1.33%,23.60%,1.01%,0.24%,0.13,-4.10%,-19.50%,0.60%,1.30,0.30,0.62,2.57,12.60%,-5.40%,-4.60%,0.01%,-6.22%,8.19%,-2.45%,-31.21%,-48.26%,1.16,0.08,3.44%,6.68%,-4.45%,1.54%,3.79%,-24.68%,26.80%,-64.58%,98.35%,47.13,-0.83%,1.69%,2.00,471.06,0.07,1.19,0.86%,31901,10/29/2020 4:30:00 PM,,10/5/2000,,
55,"UONEK","Urban One, Inc.","Communication Services","Broadcasting","USA",86.17,,,,0.23,0.34,0.84,1.28,,,-0.95,-99.30%,,15.00%,,-0.20%,-348.80%,-17.30%,44.18,20.96,58.70%,0.00%,17.10%,-9.50%,2.80%,0.32,-3.50%,-25.60%,7.20%,1.90,1.90,5.09,5.40,69.50%,1.40%,-11.50%,0.81%,-3.88%,-24.85%,-29.14%,-34.74%,-34.74%,1.22,0.09,5.30%,7.27%,-6.42%,4.87%,0.46%,-16.78%,34.78%,-81.87%,120.64%,49.05,0.81%,0.00%,,1839.02,0.14,1.24,0.81%,259262,11/12/2020 8:30:00 AM,,6/7/2000,1.25,0.81%
56,"TOPS","Top Ships Inc.","Industrials","Marine Shipping","Greece",50.63,,,,0.73,0.00,9.04,,,,-114.05,13.60%,22.20%,-52.96%,,78.90%,87.10%,65.50%,39.83,33.49,,,0.80%,180.04%,5.01%,0.55,-6.10%,-23.00%,0.20%,0.30,0.30,2.07,2.20,97.00%,5.50%,-34.40%,0.81%,4.20%,21.57%,-63.15%,-94.02%,-93.80%,0.09,0.11,5.54%,10.25%,-2.34%,6.23%,-54.54%,-27.91%,24.00%,-95.69%,30.53%,50.60,-2.36%,3.25%,3.00,3051.27,0.56,1.24,0.81%,1707590,,,7/23/2004,1.24,0.00%
57,"KTRA","Kintara Therapeutics, Inc.","Healthcare","Biotechnology","USA",33.99,,,,,,1.50,,,,-1.99,72.30%,58.20%,28.20%,,,-522.30%,,17.11,16.05,1.60%,0.00%,1.20%,18.75%,1.35%,0.58,-320.90%,,,9.60,9.60,,,,,,2.24%,1.47%,-1.44%,94.33%,154.22%,98.64%,1.63,0.12,6.22%,7.76%,-0.90%,-2.67%,30.17%,-23.89%,16.10%,-29.74%,260.53%,47.60,0.74%,0.00%,2.00,373.63,0.39,1.37,0.74%,146241,,,2/22/2013,,
58,"SACH","Sachem Capital Corp.","Real Estate","REIT - Mortgage","USA",94.35,12.46,9.91,,5.97,1.11,17.47,,11.40%,106.40%,0.34,-36.70%,7.59%,20.20%,,51.90%,0.40%,26.50%,22.12,18.72,1.80%,-0.08%,11.10%,-3.49%,0.03%,0.08,5.10%,9.10%,4.50%,,,0.84,0.98,68.20%,48.70%,48.10%,3.19%,1.49%,7.95%,40.33%,-3.22%,-3.00%,1.42,0.12,3.38%,2.84%,1.57%,2.09%,28.97%,-4.32%,8.52%,-8.08%,250.83%,55.61,0.24%,0.48%,1.50,60.07,0.87,4.21,0.72%,52169,,4.75,2/10/2017,,
59,"LPCN","Lipocine Inc.","Healthcare","Biotechnology","USA",94.60,,,,,6.45,5.03,,,,-0.44,8.00%,29.70%,20.60%,,,83.40%,,64.83,63.58,2.10%,-5.68%,11.00%,63.97%,6.15%,1.96,-88.90%,-195.30%,-96.30%,4.30,4.30,0.22,0.44,,,,0.71%,-10.69%,0.00%,32.71%,289.04%,268.93%,0.77,0.11,4.39%,8.56%,-3.63%,0.03%,19.66%,-17.92%,23.48%,-40.59%,371.76%,48.54,1.43%,-0.71%,1.50,1998.96,0.72,1.42,0.71%,1438196,,,6/15/2012,1.42,0.00%
60,"ANIX","Anixa Biosciences, Inc.","Healthcare","Diagnostics & Research","USA",65.89,,,,,7.70,7.32,,,,-0.46,25.90%,-8.50%,11.80%,,-41.60%,-3.90%,,23.17,22.37,5.40%,5.76%,7.70%,14.76%,4.10%,1.64,-142.50%,-160.80%,-228.70%,7.60,7.60,0.00,0.00,,,,5.17%,39.71%,14.46%,5.95%,-3.06%,-13.11%,1.57,0.36,10.46%,15.78%,1.73%,16.87%,22.30%,-47.22%,49.21%,-47.22%,114.29%,56.18,-1.72%,2.47%,2.00,558.46,0.30,2.85,0.71%,168076,,,10/7/1983,2.85,0.00%
61,"AMPY","Amplify Energy Corp.","Energy","Oil & Gas E&P","USA",55.76,,,,0.25,13.36,4.13,0.89,34.01%,,-12.05,-162.90%,-175.80%,-16.20%,15.00%,-19.10%,-415.00%,-27.80%,37.63,30.21,19.79%,-57.30%,56.50%,-16.40%,7.71%,2.14,-80.30%,-348.00%,-1.80%,1.20,1.20,66.38,67.63,43.30%,,,-2.65%,28.95%,86.08%,10.53%,-77.66%,-77.76%,4.42,0.15,8.94%,12.17%,13.78%,48.83%,36.56%,-10.91%,137.06%,-80.61%,198.48%,62.03,0.68%,0.00%,2.50,1089.97,0.83,1.47,0.68%,906451,11/5/2020 8:30:00 AM,2.20,10/24/2016,,
62,"CLBS","Caladrius Biosciences, Inc.","Healthcare","Biotechnology","USA",29.47,,,,,0.75,0.73,,,,-0.63,-12.40%,40.80%,35.50%,,,39.10%,,18.60,17.03,1.00%,40.13%,19.20%,16.64%,0.89%,0.81,-23.80%,-28.00%,,9.90,9.90,0.00,0.00,,,,2.70%,5.56%,-13.14%,-15.08%,-27.62%,-39.44%,1.57,0.11,6.71%,7.60%,-0.94%,-2.05%,-19.11%,-15.56%,21.60%,-58.24%,44.76%,49.37,1.33%,-0.66%,2.30,188.98,0.49,1.52,0.66%,92131,11/5/2020 4:30:00 PM,,11/3/1995,1.50,-1.32%
63,"NEOS","Neos Therapeutics, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",34.56,,,,0.61,,2.72,,,,-0.44,78.80%,67.60%,28.10%,31.70%,143.30%,-139.30%,-28.60%,49.76,49.01,1.50%,0.00%,33.40%,-7.31%,4.60%,0.55,-28.50%,156.00%,-26.90%,0.70,0.50,,,56.90%,-23.70%,-38.40%,0.69%,18.31%,20.18%,-2.13%,-56.65%,-54.64%,1.51,0.07,4.51%,11.80%,6.71%,8.54%,-2.72%,-42.92%,48.95%,-65.40%,52.19%,55.11,-0.72%,1.37%,2.00,4088.73,0.21,0.69,0.63%,878793,11/9/2020 8:30:00 AM,,7/23/2015,0.68,-0.72%
64,"CANF","Can-Fite BioPharma Ltd.","Healthcare","Biotechnology","Israel",28.52,,,,35.42,2.94,,,,,-1.47,63.60%,45.80%,,,,,-81.70%,15.41,14.76,1.19%,0.00%,7.72%,,2.03%,0.67,,,,,,,,,,,1.09%,1.65%,6.94%,-1.60%,-52.44%,-43.94%,,0.11,4.29%,6.40%,-1.07%,0.98%,-1.71%,-16.67%,12.80%,-54.45%,71.30%,49.59,1.09%,-0.54%,2.00,449.79,0.49,1.85,0.54%,220474,11/30/2020 8:30:00 AM,,11/1/2012,,
65,"AKTX","Akari Therapeutics, Plc","Healthcare","Biotechnology","United Kingdom",71.97,,,,,13.57,5.85,,,,-0.73,12.60%,0.00%,16.30%,,,133.10%,,33.87,18.75,26.88%,0.00%,20.60%,451.36%,0.38%,0.39,-161.50%,-880.40%,,1.50,1.50,0.00,0.00,,,,-2.56%,25.00%,15.85%,-18.10%,9.51%,8.57%,1.53,0.14,6.12%,8.80%,3.78%,11.44%,5.75%,-14.03%,33.80%,-31.90%,118.39%,55.01,0.00%,0.53%,2.00,183.49,0.27,1.90,0.53%,49177,12/11/2020 8:30:00 AM,,5/7/2013,1.93,1.58%
66,"DWSN","Dawson Geophysical Company","Energy","Oil & Gas Equipment & Services","USA",52.63,,,,0.48,0.51,1.14,1.81,,,-0.48,38.40%,,11.90%,41.80%,4.20%,-491.00%,-76.50%,23.42,21.74,1.00%,-6.35%,50.00%,-2.60%,0.24%,0.70,-9.10%,-10.90%,-14.90%,9.90,9.90,0.00,0.00,,-10.60%,-10.10%,-1.83%,11.98%,24.28%,30.30%,-12.24%,-10.42%,2.01,0.12,5.58%,6.31%,2.44%,8.05%,31.89%,-8.51%,27.47%,-26.62%,155.86%,58.15,1.90%,-1.40%,,74.01,0.55,2.15,0.47%,40509,10/29/2020 8:30:00 AM,,4/5/1994,,
67,"PHX","PHX Minerals Inc.","Energy","Oil & Gas E&P","USA",47.14,,,,1.96,0.70,4.41,5.24,1.72%,,-1.45,42.10%,0.00%,-35.30%,,-15.70%,97.10%,-40.90%,18.92,17.85,18.60%,7.49%,44.00%,8.15%,0.53%,0.47,-22.90%,-36.80%,-30.00%,4.00,4.00,0.43,0.46,75.60%,,-99.50%,1.75%,23.40%,45.00%,-8.66%,-79.34%,-79.30%,1.18,0.21,11.54%,10.95%,10.58%,27.81%,-12.96%,-12.08%,70.81%,-79.67%,70.81%,58.72,-2.93%,3.46%,1.00,203.79,0.51,2.32,0.43%,104164,12/10/2020 4:30:00 PM,3.50,2/3/1992,,
68,"SEAC","SeaChange International, Inc.","Technology","Software - Application","USA",33.30,,,,0.92,0.95,5.64,,,,-0.47,77.20%,41.70%,21.90%,,-10.30%,-339.80%,-75.60%,37.56,27.91,2.70%,0.00%,28.20%,-13.70%,1.31%,1.14,-27.60%,-41.30%,-17.90%,2.30,,0.03,0.07,58.30%,-52.20%,-48.20%,10.61%,-3.36%,0.17%,-38.04%,-79.00%,-79.00%,0.69,0.09,9.05%,10.73%,-1.74%,4.53%,-45.65%,-20.01%,27.52%,-82.33%,27.52%,51.23,1.14%,-0.71%,2.50,320.43,0.58,0.88,0.42%,184260,12/10/2020 4:30:00 PM,,11/5/1996,0.85,-3.40%
69,"DGLY","Digital Ally, Inc.","Industrials","Security & Protection Services","USA",69.63,,,,6.83,4.81,8.60,,,,-0.42,54.70%,-47.60%,24.40%,20.00%,-9.80%,107.70%,24.10%,26.61,23.14,4.30%,-14.56%,12.60%,60.43%,15.32%,0.92,-35.30%,-135.20%,-301.60%,4.50,3.10,0.06,0.11,27.50%,-90.60%,-56.40%,-2.62%,10.64%,16.59%,-12.46%,145.28%,154.90%,0.70,0.19,6.38%,8.40%,1.54%,5.82%,18.44%,-18.50%,36.13%,-63.38%,306.22%,53.13,0.39%,0.00%,,3858.43,0.27,2.60,0.39%,1023152,11/12/2020 8:30:00 AM,,2/22/2005,2.57,-1.15%
70,"DXYN","The Dixie Group, Inc.","Consumer Cyclical","Textile Manufacturing","USA",47.01,2.49,,,0.15,0.62,,2.77,,0.00%,1.05,172.00%,,83.80%,,-1.60%,136.20%,-10.00%,15.33,13.19,11.66%,0.00%,33.80%,-6.44%,0.30%,0.18,7.00%,25.00%,13.60%,2.20,0.70,1.07,1.17,24.00%,7.00%,5.30%,8.30%,17.04%,207.09%,207.06%,121.19%,128.95%,2.87,0.25,11.12%,10.71%,6.26%,48.39%,142.45%,-10.62%,218.29%,-10.62%,392.82%,61.51,1.56%,-1.15%,,219.41,0.26,2.61,0.38%,57321,11/5/2020 8:30:00 AM,,11/25/1986,2.70,3.45%
71,"JOB","GEE Group, Inc.","Industrials","Staffing & Employment Services","USA",18.18,1.07,,,0.13,0.40,1.10,90.89,,0.00%,0.95,-83.70%,-15.80%,-26.60%,,30.70%,432.00%,-30.20%,15.79,13.15,12.70%,-11.94%,17.50%,205.85%,0.05%,0.01,15.30%,132.80%,-6.40%,1.30,1.30,1.53,1.73,34.50%,5.70%,13.90%,-1.93%,2.35%,2.35%,69.48%,150.26%,159.82%,2.36,0.05,3.59%,5.29%,-3.39%,1.00%,29.45%,-30.60%,20.63%,-59.31%,504.23%,47.70,-2.57%,2.97%,2.00,480.93,0.15,1.01,0.33%,70128,,1.75,9/19/1968,,
72,"CAPR","Capricor Therapeutics, Inc.","Healthcare","Biotechnology","USA",80.73,,,,161.46,2.53,2.29,,,,-1.07,60.10%,-14.80%,17.30%,,-26.80%,53.90%,-88.10%,20.45,19.93,0.50%,0.00%,6.10%,33.52%,5.45%,2.21,-44.40%,-55.80%,-75.80%,15.60,15.60,0.12,0.12,,,,-7.58%,-3.23%,-26.42%,-19.25%,225.00%,204.69%,6.67,0.22,3.96%,5.61%,-6.93%,-8.72%,-15.58%,-21.84%,1.83%,-68.34%,343.18%,37.87,0.00%,0.26%,2.00,492.33,0.54,3.90,0.26%,268294,11/12/2020 4:30:00 PM,,6/20/2002,3.87,-0.77%
73,"PTI","Proteostasis Therapeutics, Inc.","Healthcare","Biotechnology","USA",58.94,,,,,1.56,1.44,,,,-0.75,28.00%,-22.90%,5.70%,,-0.60%,37.70%,,52.18,43.76,15.30%,0.00%,22.10%,28.64%,2.50%,1.93,-56.20%,-78.60%,-98.00%,6.80,6.80,0.00,0.01,,,,-5.93%,6.73%,3.74%,-25.50%,-25.50%,-51.32%,1.12,0.09,7.63%,8.05%,0.05%,0.95%,-14.45%,-17.78%,18.29%,-59.19%,27.59%,49.29,0.00%,0.00%,2.00,567.11,3.89,1.11,0.00%,0,,,2/11/2016,,
74,"ECOR","electroCore, Inc.","Healthcare","Medical Instruments & Supplies","USA",76.64,,,,23.95,2.52,2.96,,,,-0.79,19.40%,27.10%,,,,72.00%,57.10%,44.03,31.91,29.80%,0.00%,12.80%,-0.20%,2.00%,1.17,-80.50%,-113.50%,-189.00%,4.90,4.80,0.05,0.07,59.60%,,,-8.00%,6.62%,0.00%,94.68%,21.05%,1.26%,,0.10,5.12%,6.69%,-1.44%,-0.26%,18.01%,-14.28%,15.00%,-51.21%,402.97%,47.06,0.62%,-0.62%,2.00,545.11,0.37,1.61,0.00%,200753,11/12/2020 4:30:00 PM,,6/22/2018,1.60,-0.62%
75,"CJJD","China Jo-Jo Drugstores, Inc.","Healthcare","Pharmaceutical Retailers","China",39.06,,,,0.31,1.34,1.79,,,,-0.12,-453.40%,,-38.70%,30.00%,8.80%,-5.80%,8.50%,37.96,28.51,24.90%,0.00%,18.10%,6.40%,2.02%,0.90,-4.30%,-16.10%,-12.80%,1.20,0.90,0.11,1.05,22.10%,-3.60%,-3.30%,-2.83%,0.00%,10.29%,-45.21%,-44.02%,-43.41%,0.55,0.05,4.23%,5.39%,-2.32%,1.74%,-28.91%,-17.60%,17.05%,-70.23%,28.75%,48.83,0.00%,0.00%,,636.77,0.26,1.03,0.00%,168062,,,5/16/2008,1.03,0.00%
76,"PRPO","Precipio, Inc.","Healthcare","Diagnostics & Research","USA",36.55,,,,7.62,2.43,16.62,,,,-1.69,83.20%,,68.20%,20.00%,20.30%,32.70%,100.00%,17.23,17.02,0.20%,25.91%,3.20%,297.84%,9.49%,2.23,-81.20%,-124.70%,-91.20%,0.90,0.80,0.04,0.09,13.50%,,,-2.34%,-13.28%,-10.30%,43.15%,1.95%,1.95%,2.95,0.16,4.58%,7.60%,-6.41%,-4.42%,22.86%,-26.92%,9.42%,-73.88%,280.00%,42.23,1.46%,-1.44%,2.00,723.87,0.62,2.09,0.00%,449811,11/19/2020 4:30:00 PM,,7/18/2000,,
77,"KTOV","Purple Biotech Ltd.","Healthcare","Biotechnology","Israel",71.77,,,,71.77,1.18,,,,,-7.80,,,,,,,0.00%,17.21,15.45,1.91%,0.00%,14.52%,,0.09%,0.04,,,,,,,,,,,1.21%,1.96%,-2.34%,-49.15%,-43.65%,-46.51%,,0.14,2.70%,3.58%,0.31%,-1.12%,-15.91%,-17.43%,8.59%,-71.04%,89.55%,50.11,0.00%,0.00%,,349.37,0.91,4.17,0.00%,0,,,11/20/2015,,
78,"AFI","Armstrong Flooring, Inc.","Industrials","Building Products & Equipment","USA",81.37,,,,0.14,0.34,3.67,,,,-2.70,-290.50%,,-59.60%,47.60%,-12.50%,60.70%,-5.40%,21.96,20.97,1.30%,0.00%,78.60%,-9.77%,3.78%,2.17,-11.10%,-22.10%,-20.20%,1.90,0.80,0.25,0.29,15.60%,-8.60%,-9.70%,13.61%,10.03%,2.67%,43.28%,-7.47%,-10.07%,2.82,0.22,6.87%,6.53%,8.51%,9.30%,23.99%,-31.43%,46.56%,-31.43%,242.86%,61.63,0.00%,0.00%,3.00,365.23,0.15,3.84,0.00%,54584,10/21/2020 8:30:00 AM,3.00,3/17/2016,,
79,"MLND","Millendo Therapeutics, Inc.","Healthcare","Biotechnology","USA",41.99,,,,,1.10,,,,,-2.41,81.50%,27.70%,37.00%,,,61.30%,,19.00,17.80,6.29%,0.00%,41.80%,-6.23%,3.09%,1.41,-67.10%,-85.30%,,6.50,6.50,0.00,0.01,,,,6.07%,32.75%,46.45%,25.41%,-68.16%,-66.32%,1.10,0.12,4.60%,6.59%,15.05%,28.66%,6.71%,-0.39%,59.86%,-77.02%,80.16%,75.84,0.00%,0.00%,1.70,390.08,0.45,2.27,0.00%,173917,11/9/2020 8:30:00 AM,,11/12/2012,,
80,"BHTG","BioHiTech Global, Inc.","Industrials","Pollution & Treatment Controls","USA",28.73,,,,6.53,,5.75,,,,-0.63,49.90%,75.40%,0.00%,,22.70%,-27.00%,-50.00%,22.05,18.17,6.30%,0.22%,1.80%,9.00%,0.34%,0.14,-20.30%,255.60%,-21.60%,0.50,0.50,,,-8.10%,,,0.00%,-4.69%,-1.61%,-26.06%,-22.78%,-28.24%,1.47,0.08,3.53%,6.68%,-5.21%,-3.55%,-12.96%,-28.24%,8.93%,-72.27%,20.79%,44.59,0.00%,0.00%,2.00,425.86,0.14,1.22,0.00%,58534,11/16/2020 4:30:00 PM,2.00,10/28/2015,1.21,-0.82%
