"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
16,"SPRT","Support.com, Inc.","Technology","Software - Application","USA",41.20,69.49,,6.95,0.88,1.18,1.39,10.56,,0.00%,0.03,141.80%,,24.60%,10.00%,-5.30%,-134.40%,-32.20%,19.24,15.29,8.50%,-1.17%,32.30%,-3.27%,0.07%,0.09,1.50%,1.70%,8.40%,8.70,8.70,0.00,0.00,31.80%,-0.20%,1.30%,-0.25%,7.10%,18.45%,54.43%,94.84%,91.27%,0.47,0.09,4.75%,4.53%,1.65%,0.66%,27.58%,-15.07%,13.43%,-15.07%,124.17%,52.52,4.24%,-0.50%,2.00,123.14,0.56,2.08,3.72%,69544,,,7/19/2000,,
17,"KIQ","Kelso Technologies Inc.","Industrials","Railroads","Canada",26.42,16.47,,,1.75,2.15,,,,,0.03,,,,,,,-71.70%,47.17,45.07,4.27%,0.00%,5.04%,,0.39%,2.08,,,,,,,,,,,9.83%,9.83%,11.13%,-15.23%,-23.29%,-22.56%,,0.03,5.13%,6.65%,9.17%,4.63%,-1.98%,-9.66%,25.84%,-43.97%,25.84%,61.76,3.70%,-0.17%,,83.60,1.06,0.56,3.53%,88994,10/29/2020 8:30:00 AM,,10/20/2003,,
18,"SLRX","Salarius Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",17.17,,,,3.58,0.77,1.79,,,,-0.91,93.00%,18.50%,28.30%,,,86.90%,55.60%,17.97,16.26,0.60%,10.50%,25.70%,43.97%,2.93%,0.78,-39.50%,-45.20%,-74.50%,5.70,,0.00,0.04,,,,9.20%,28.99%,12.35%,-32.58%,-77.18%,-76.46%,1.95,0.11,9.05%,15.07%,-2.03%,11.01%,-7.34%,-35.97%,40.82%,-78.29%,60.30%,51.59,-2.20%,5.57%,1.50,611.98,0.43,0.89,3.25%,265536,11/11/2020 4:30:00 PM,,1/29/2015,0.89,0.00%
19,"CFMS","Conformis, Inc.","Healthcare","Medical Devices","USA",60.10,,,,0.83,2.68,,,,,-0.34,39.70%,2.90%,17.60%,-14.58%,10.00%,35.40%,-6.90%,71.23,63.58,3.20%,-5.08%,30.60%,32.82%,0.79%,0.99,-32.60%,-174.00%,-70.10%,1.90,1.50,1.32,0.00,49.40%,-32.20%,-32.10%,8.02%,12.70%,-18.35%,-14.02%,-51.97%,-53.57%,1.63,0.04,5.74%,6.11%,5.76%,2.85%,-8.07%,-14.83%,15.79%,-57.00%,39.22%,58.74,0.94%,2.28%,2.00,505.58,1.34,0.70,3.25%,675412,11/4/2020 4:30:00 PM,,7/1/2015,,
20,"CTHR","Charles & Colvard, Ltd.","Consumer Cyclical","Luxury Goods","USA",37.98,,13.20,,1.29,0.90,2.75,94.94,,,-0.19,-309.00%,66.67%,2.90%,30.00%,2.60%,327.50%,3.90%,28.79,25.65,5.40%,58.45%,26.00%,23.72%,0.19%,0.23,-10.90%,-12.60%,-14.90%,5.10,3.30,0.01,0.02,47.10%,-19.00%,-18.60%,2.33%,9.09%,60.78%,91.44%,-5.71%,-7.04%,0.39,0.06,3.30%,4.27%,4.55%,22.27%,61.93%,-2.94%,62.96%,-17.50%,120.00%,63.86,3.13%,0.00%,2.00,210.46,0.33,1.32,3.13%,68631,,1.50,11/14/1997,1.34,1.52%
21,"ITP","IT Tech Packaging, Inc.","Basic Materials","Paper & Paper Products","China",16.38,,,,0.16,0.09,2.00,23.40,,,-0.07,120.70%,,-30.20%,20.00%,-3.00%,-119.00%,1.50%,25.82,23.10,19.00%,0.00%,2.20%,12.23%,3.40%,0.34,-0.90%,-1.10%,1.60%,1.80,1.30,0.03,0.10,10.30%,-0.10%,-1.70%,-14.25%,-14.29%,20.31%,8.17%,-39.53%,-38.56%,0.48,0.06,10.79%,9.69%,-12.13%,-11.33%,2.15%,-58.45%,15.50%,-58.45%,47.70%,41.68,3.12%,0.00%,,2283.41,0.14,0.58,3.12%,326252,11/12/2020 8:30:00 AM,,10/1/2007,,
22,"ATIF","ATIF Holdings Limited","Financial","Capital Markets","China",36.41,,,,30.34,3.18,15.83,,,,-0.10,-75.80%,,,,,-291.20%,-82.40%,37.08,11.38,77.84%,0.00%,0.40%,201.33%,0.37%,0.04,,,3.50%,4.60,4.60,0.00,0.00,,,,-4.06%,-10.54%,-36.94%,-63.16%,-64.82%,-64.10%,,0.04,4.32%,5.32%,-4.47%,-21.00%,-51.68%,-56.25%,7.68%,-81.33%,7.68%,37.71,2.94%,0.00%,,1067.00,0.59,0.70,2.94%,628675,,,5/3/2019,0.70,0.00%
23,"MCHX","Marchex, Inc.","Communication Services","Advertising Agencies","USA",89.23,,,,0.84,1.45,2.00,,,,-0.71,-40.90%,-27.30%,31.10%,15.00%,-9.40%,-192.10%,6.90%,47.13,32.60,5.30%,227.37%,78.50%,-2.59%,1.32%,5.10,-31.10%,-42.10%,-4.80%,2.40,2.40,0.00,0.08,42.70%,-34.40%,-31.70%,-0.92%,-1.38%,3.37%,43.33%,-44.87%,-43.12%,1.89,0.11,5.15%,5.02%,-3.52%,7.36%,23.26%,-13.65%,27.98%,-46.91%,95.45%,50.82,2.38%,0.48%,2.00,84.30,0.49,2.15,2.87%,41273,11/4/2020 4:30:00 PM,,3/31/2004,,
24,"PT","Pintec Technology Holdings Limited","Financial","Credit Services","China",43.89,,,,0.22,1.53,1.48,,,,-3.27,,,,,,,106.20%,42.45,33.06,10.42%,0.00%,0.30%,18.73%,1.11%,1.52,-40.50%,-98.90%,-93.80%,1.10,1.10,0.53,4.24,40.10%,-72.20%,-70.50%,7.18%,11.68%,26.66%,-13.45%,-18.86%,-42.93%,,0.07,6.63%,7.72%,6.40%,6.55%,-7.37%,-29.82%,33.12%,-68.34%,38.48%,58.36,2.83%,0.00%,,241.79,0.32,1.04,2.83%,77813,9/21/2020 8:30:00 AM,,10/25/2018,,
25,"AIKI","AIkido Pharma Inc.","Healthcare","Biotechnology","USA",25.65,,,,2850.47,0.80,0.94,,,,-0.75,-282.90%,,57.80%,,,95.80%,,34.99,32.96,5.62%,0.00%,13.10%,-1.32%,1.78%,0.33,-49.20%,-50.70%,,59.60,59.60,0.00,0.00,,,,-4.32%,29.56%,20.22%,-25.98%,-51.30%,-49.45%,1.85,0.06,8.98%,12.44%,7.83%,16.43%,-7.75%,-14.29%,41.75%,-87.91%,41.75%,57.32,-4.35%,7.48%,,1755.76,0.87,0.66,2.80%,1523740,,,3/18/1980,,
26,"AHC","A.H. Belo Corporation","Communication Services","Publishing","USA",32.15,,,,0.20,0.63,0.74,,10.89%,,-0.29,137.00%,,-35.40%,,-7.60%,97.50%,-12.50%,21.41,18.34,2.78%,0.00%,56.40%,-1.65%,0.19%,0.67,-4.60%,-11.70%,8.90%,2.80,2.70,0.00,0.00,92.60%,-8.80%,-3.90%,-0.04%,-3.96%,8.04%,-11.48%,-50.02%,-47.89%,0.49,0.06,4.47%,4.17%,-0.84%,1.35%,-5.02%,-8.16%,11.32%,-51.82%,13.91%,50.44,2.76%,0.00%,,51.07,0.42,1.47,2.76%,21241,10/27/2020 8:30:00 AM,,1/23/2008,,
27,"GSUM","Gridsum Holding Inc.","Technology","Software - Application","China",59.10,,,,1.18,,36.93,,,,-1.93,5.90%,,-43.40%,,21.30%,-3.10%,120.40%,34.62,21.24,15.38%,0.00%,24.50%,-1.14%,0.56%,0.30,-57.00%,136.00%,-762.80%,0.30,0.30,,,74.30%,,,1.65%,-1.64%,48.64%,135.52%,10.01%,37.07%,1.49,0.04,1.86%,2.03%,-0.41%,-3.24%,56.26%,-7.87%,4.51%,-11.05%,605.57%,49.78,3.22%,-0.61%,,390.74,0.23,1.67,2.59%,88208,,,9/23/2016,,
28,"ALJJ","ALJ Regional Holdings, Inc.","Industrials","Specialty Business Services","USA",50.44,,,,0.14,2.80,6.82,8.41,,,-1.87,-383.50%,,-23.30%,,18.90%,66.70%,13.30%,42.17,16.73,60.34%,0.00%,3.40%,3.74%,0.15%,0.10,-37.50%,-159.30%,-3.00%,1.40,1.30,5.94,6.60,19.30%,-17.00%,-21.20%,-10.50%,-2.29%,40.13%,99.48%,-11.26%,-7.39%,1.67,0.09,10.68%,8.92%,-2.15%,-1.96%,36.51%,-19.32%,17.68%,-27.05%,280.22%,47.28,0.47%,1.92%,,233.41,0.28,1.07,2.40%,65696,12/28/2020,,4/3/1996,,
29,"RIBT","RiceBran Technologies","Consumer Defensive","Packaged Foods","USA",27.86,,,,1.11,1.13,7.14,,,,-0.35,-15.80%,73.30%,36.00%,40.00%,-10.00%,32.50%,-1.90%,40.82,39.30,0.90%,4.01%,43.00%,0.90%,0.38%,0.25,-36.10%,-49.40%,-42.90%,1.60,1.40,0.10,0.22,-12.00%,-52.30%,-53.50%,13.90%,3.53%,59.26%,-23.21%,-54.90%,-56.12%,0.39,0.05,8.16%,10.39%,11.80%,15.24%,-15.73%,-14.00%,50.74%,-57.28%,73.39%,62.99,2.38%,0.00%,2.00,607.31,0.64,0.64,2.38%,390255,11/5/2020 4:30:00 PM,,7/18/2001,,
30,"CPSS","Consumer Portfolio Services, Inc.","Financial","Credit Services","USA",95.57,5.76,5.83,0.29,0.30,0.75,8.46,0.40,,0.00%,0.74,-62.20%,-19.49%,-24.60%,20.00%,2.90%,106.40%,-13.70%,22.67,14.07,2.50%,-21.51%,49.90%,0.03%,1.78%,1.71,0.70%,12.20%,0.20%,,,16.59,16.59,66.60%,11.80%,5.50%,-0.12%,5.47%,33.33%,44.71%,28.10%,25.82%,2.59,0.18,4.88%,3.91%,4.03%,5.02%,35.26%,-9.40%,25.07%,-17.19%,324.00%,61.74,3.92%,-1.69%,2.00,145.99,0.06,4.24,2.17%,9425,10/20/2020 8:30:00 AM,4.50,10/22/1992,,
31,"MOTS","Motus GI Holdings, Inc.","Healthcare","Diagnostics & Research","USA",32.60,,,,163.00,2.08,1.38,,,,-0.71,37.50%,21.90%,,,,28.50%,1000.00%,30.42,25.06,2.50%,2.57%,42.90%,14.58%,1.74%,1.92,-77.40%,-151.70%,,2.50,2.30,0.00,0.53,11.20%,,,6.25%,25.26%,5.37%,-23.31%,-57.50%,-55.46%,,0.08,6.47%,8.67%,1.42%,15.31%,0.68%,-15.00%,50.00%,-64.21%,121.74%,56.23,2.00%,0.00%,1.50,227.82,1.08,1.02,2.00%,245653,11/12/2020 4:30:00 PM,,2/14/2018,,
32,"HNRG","Hallador Energy Company","Energy","Thermal Coal","USA",31.09,,4.48,,0.12,0.17,5.87,1.11,,,-1.99,-888.00%,1250.00%,-50.40%,,5.90%,151.80%,-21.70%,30.47,22.86,12.58%,0.00%,32.70%,-8.93%,1.00%,0.95,-1.20%,-2.70%,-12.00%,1.10,0.40,0.60,0.79,25.60%,1.50%,-2.00%,-4.63%,1.98%,57.64%,63.49%,-66.34%,-65.32%,0.69,0.07,4.48%,7.07%,-1.95%,12.32%,28.10%,-13.45%,44.40%,-66.61%,71.67%,52.81,0.98%,0.99%,,240.33,0.30,1.03,1.98%,71269,11/2/2020 4:30:00 PM,,1/20/1997,,
33,"LODE","Comstock Mining Inc.","Real Estate","Real Estate Services","USA",37.24,1.90,,,186.18,0.97,3.27,,,0.00%,0.56,75.40%,-129.10%,,,,4379.20%,2.20%,32.08,27.23,0.50%,85.11%,8.70%,15.14%,0.11%,0.06,42.20%,66.90%,-20.40%,4.10,4.10,0.00,0.14,,,,5.94%,9.18%,-2.73%,11.46%,110.26%,142.41%,1.43,0.06,4.16%,5.52%,2.84%,2.97%,29.08%,-17.69%,15.66%,-49.53%,224.24%,55.14,0.00%,1.90%,,459.16,0.36,1.07,1.90%,166079,11/17/2020 8:30:00 AM,,2/28/2002,1.07,0.00%
34,"SONM","Sonim Technologies, Inc.","Technology","Communication Equipment","USA",42.43,,,,0.65,1.25,1.34,,,,-1.14,-205.30%,49.40%,,25.00%,,70.50%,-50.20%,65.94,59.08,2.80%,-0.42%,61.10%,3.96%,0.48%,0.31,-51.50%,-104.40%,-66.60%,2.20,1.70,0.01,0.01,22.30%,-42.20%,-46.40%,5.35%,4.72%,-14.87%,-20.78%,-81.97%,-82.17%,,0.04,4.39%,5.91%,4.13%,11.61%,-18.36%,-11.92%,54.11%,-83.48%,54.11%,58.32,-0.35%,2.15%,2.30,926.38,0.49,0.65,1.79%,454452,11/11/2020 8:30:00 AM,,5/10/2019,0.65,-0.22%
35,"MRAM","Everspin Technologies, Inc.","Technology","Semiconductors","USA",92.89,,77.33,,2.23,4.88,6.68,,,,-0.54,21.90%,120.00%,-0.80%,20.00%,8.50%,2.80%,9.80%,18.94,17.93,0.40%,-10.64%,51.50%,-1.96%,1.94%,1.68,-28.90%,-52.10%,-54.80%,2.90,2.30,0.24,0.44,43.30%,-22.70%,-24.00%,-0.85%,-20.95%,-8.84%,-26.47%,-15.64%,-11.79%,1.66,0.31,5.19%,5.80%,-9.96%,-24.69%,-16.99%,-43.41%,7.91%,-48.50%,165.14%,34.98,1.53%,0.22%,1.50,206.76,0.65,4.64,1.75%,133475,11/5/2020 4:30:00 PM,,10/7/2016,,
36,"LUB","Luby's, Inc.","Consumer Cyclical","Restaurants","USA",90.54,,,,0.42,1.22,6.00,,,,-0.97,-90.10%,,-21.54%,7.00%,-11.50%,182.80%,-56.20%,30.56,18.71,5.20%,0.00%,37.40%,4.00%,6.96%,8.60,-15.10%,-36.40%,-19.00%,1.00,1.00,0.74,0.00,63.40%,-11.20%,-13.80%,4.64%,-4.87%,13.57%,106.34%,29.07%,33.18%,1.07,0.13,3.53%,5.15%,2.68%,3.94%,73.50%,-7.86%,14.45%,-11.21%,536.96%,56.93,1.74%,0.00%,,151.50,0.03,2.93,1.74%,4205,,,2/22/1982,,
37,"DFFN","Diffusion Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",49.34,,,,,1.67,2.25,,,,-0.50,78.90%,21.40%,58.90%,,,88.40%,,64.01,63.88,0.10%,79.21%,10.70%,-2.23%,1.06%,0.67,-56.00%,-63.50%,,8.40,8.40,0.00,0.00,,,,6.08%,7.43%,-9.40%,-24.45%,84.45%,63.23%,1.60,0.05,5.66%,7.86%,1.69%,-1.47%,-9.50%,-20.84%,22.70%,-53.00%,200.80%,52.95,-2.34%,4.05%,,1009.45,0.53,0.75,1.62%,535599,,,10/17/2003,,
38,"DOGZ","Dogness (International) Corporation","Consumer Defensive","Household & Personal Products","China",47.93,,8.22,,2.50,0.96,9.99,,,,-0.33,-694.30%,109.09%,-27.40%,,4.40%,-569.20%,-49.70%,25.91,16.85,,,0.10%,89.82%,0.23%,0.05,-12.40%,-14.60%,-15.80%,1.10,0.80,0.00,0.10,12.50%,-45.30%,-44.00%,-0.53%,-21.25%,78.02%,24.24%,37.62%,42.11%,,0.19,8.21%,9.95%,-5.09%,-8.29%,34.12%,-44.74%,78.30%,-44.74%,143.24%,46.15,0.00%,1.61%,,798.37,0.02,1.89,1.61%,15040,,,12/20/2017,,
39,"CVU","CPI Aerostructures, Inc.","Industrials","Aerospace & Defense","USA",47.46,,30.00,,0.58,,7.08,22.60,,,-0.51,52.70%,159.10%,33.90%,9.00%,17.10%,32.50%,-2.00%,11.86,10.24,1.70%,0.00%,38.80%,-1.93%,1.16%,1.44,-13.40%,69.10%,-10.50%,1.50,1.20,,,9.40%,-5.30%,-7.40%,-1.02%,25.40%,36.84%,13.37%,-40.55%,-42.05%,1.75,0.19,4.60%,5.62%,9.68%,33.68%,36.19%,-4.88%,73.33%,-44.29%,202.33%,67.82,1.56%,0.00%,3.00,82.13,0.34,3.90,1.56%,28120,11/12/2020 8:30:00 AM,2.50,9/17/1992,,
