"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"EVOK","Evoke Pharma, Inc.","NASD","Health Care","Pharmaceuticals",,"",1.220,100513
"NBRV","Nabriva Therapeutics AG","NASD","Health Care","Biotechnology",0.8,"sml",1.190,1543613
"TMF","Direxion Daily 20+ Year Treasury Bull 3x Shares","NYSE","","",,"",29.010,1931097
"ZEAL","Zealand Pharma A/S","NASD","Health Care","Pharmaceuticals",27.2,"sml",31.020,34407
