"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"AEZS","AEterna Zentaris Inc.","NASD","Health Care","Biotechnology",,"",0.907,1792425
"NBRV","Nabriva Therapeutics AG","NASD","Health Care","Biotechnology",,"",1.410,3276456
"SXTC","China SXT Pharmaceuticals, Inc.","NASD","Health Care","Medical Supplies",,"",1.480,218480
"VTNR","Vertex Energy, Inc.","NASD","Industrial","Waste & Disposal Services",,"",8.890,5306943
