"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"CSCW","Color Star Technology Co. Ltd.","NASD","Industrial","Building Materials",,"",1.060,1079028
"FENG","Phoenix New Media Ltd.","NYSE","Communication Services","Publishing",,"",1.750,155025
