"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ABCL","AbCellera Biologics Inc.","NASD","Health Care","Biotechnology",,"",32.350,327194
"CONN","Conn's, Inc.","NASD","Consumer Discretionary","Specialty Retailers",90.2,"sml",20.720,130176
"IVAC","Intevac, Inc.","NASD","Technology","Electronic Equipment",12.2,"sml",5.740,132273
"MNMD","Mind Medicine MindMed Inc.","NASD","","",,"",3.440,7191320
"MOXC","Moxian, Inc.","NASD","Communication Services","Internet",,"",12.800,2078749
"MVIS","Microvision, Inc.","NASD","Technology","Electronic Equipment",,"",13.980,8289988
"PFMT","Performant Financial Corp.","NASD","Industrial","Business Support Services",,"",2.220,215307
"RAIL","FreightCar America Inc.","NASD","Industrial","Commercial Vehicles",98.0,"sml",5.540,2392854
"SSY","SunLink Health Systems, Inc.","AMEX","Health Care","Health Care Providers",,"",3.090,418186
"WAFU","Wah Fu Education Group Limited","NASD","Consumer Discretionary","Business Training Agencies",,"",6.440,69017
