"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ALIM","Alimera Sciences, Inc.","NASD","Health Care","Pharmaceuticals",,"",8.990,24962
"AVEO","AVEO Pharmaceuticals Inc.","NASD","Health Care","Pharmaceuticals",27.7,"sml",6.820,590983
"GBR","New Concept Energy Inc.","AMEX","Real Estate","Real Estate Development",,"",4.050,111585
"GROY","Gold Royalty Corp.","AMEX","Materials","Gold Mining",,"",4.720,61425
"HOLUU","Holicity Inc.","NASD","","",,"",10.480,1907
"KOSS","Koss Corp.","NASD","Communication Services","Mobile Telecommunications",,"",17.210,535667
"LYL","Dragon Victory International Limited","NASD","Communication Services","Internet",,"",1.180,291767
"MCF","Contango Oil & Gas Co.","AMEX","Energy","Exploration & Production",95.1,"sml",3.970,496482
"PXS","Pyxis Tankers Inc.","NASD","Industrial","Marine Transportation",,"",0.816,317170
"REPX","Riley Exploration Permian, Inc.","AMEX","Energy","Exploration & Production",,"",34.940,7105
"VRA","Vera Bradley Inc.","NASD","Consumer Discretionary","Clothing & Accessories",54.6,"sml",10.790,179490
