"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"AMPE","Ampio Pharmaceuticals, Inc.","NYSE","Health Care","Pharmaceuticals",81.2,"sml",1.770,1398135
"AZRX","AzurRx BioPharma, Inc.","NASD","Health Care","Biotechnology",,"",0.860,644136
"BBI","Brickell Biotech Inc","NASD","Health Care","Biotechnology",,"",0.870,3133352
"CETX","Cemtrex Inc.","NASD","Technology","Electronic Equipment",,"",1.410,451178
"EXPR","Express Inc.","NYSE","Consumer Discretionary","Apparel Retailers",97.8,"sml",4.770,15008244
"INPX","Inpixon","NASD","Technology","Computer Services",,"",1.080,4103469
"MKD","Molecular Data Inc","NASD","Technology","Software",,"",0.805,1283451
"NVIV","InVivo Therapeutics Holdings Corp.","NASD","Health Care","Biotechnology",4.0,"sml",0.692,540644
"PT","Pintec Technology Holdings Ltd.","NASD","Financial","Consumer Finance",,"",0.905,278296
"REED","Reeds, Inc.","NASD","Consumer Staples","Soft Drinks",,"",1.000,1032557
"SPHS","Sophiris Bio, Inc.","NASD","Health Care","Biotechnology",,"",0.016,35915
"USWS","US Well Services, Inc.","NASD","Energy","Oil Equipment & Services",,"",1.250,7571002
