"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ACRX","AcelRx Pharmaceuticals Inc.","NASD","Health Care","Pharmaceuticals",19.2,"sml",1.430,1151270
"BDR","Blonder Tongue Laboratories, Inc.","AMEX","Technology","Electrical Components",,"",1.280,602789
"CWBR","CohBar, Inc.","NASD","Health Care","Biotechnology",10.6,"sml",1.250,193994
"DFFN","Diffusion Pharmaceuticals Inc.","NASD","Health Care","Biotechnology",,"",0.697,444918
"GHSI","Guardion Health Sciences, Inc.","NASD","Health Care","Medical Equipment",,"",1.595,444350
"POAI","Predictive Oncology Inc.","NASD","Health Care","Medical Equipment",,"",1.240,1524150
"SCON","Superconductor Technologies, Inc.","NASD","Technology","Telecom Equipment",,"",1.110,33910
"SNMP","Sanchez Midstream Partners LLC","AMEX","Energy","Exploration & Production",,"",0.815,2609563
"SPHS","Sophiris Bio, Inc.","NASD","Health Care","Biotechnology",,"",0.016,35915
"USWS","US Well Services, Inc.","NASD","Energy","Oil Equipment & Services",,"",1.250,7519182
