"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"AIKI","AIkido Pharma Inc.","NASD","Health Care","Biotechnology",,"",1.110,1963623
"DNN","Denison Mines Corp.","AMEX","Materials","Nonferrous Metals",,"",1.320,15471296
"DYNT","Dynatronics Corp.","NASD","Health Care","Medical Equipment",,"",1.150,65282
"MSN","Emerson Radio Corp.","AMEX","Technology","Electronic Equipment",,"",1.170,63790
"PT","Pintec Technology Holdings Ltd.","NASD","Financial","Consumer Finance",,"",0.905,278296
"RAVE","Rave Restaurant Group, Inc.","NASD","Consumer Discretionary","Restaurants & Bars",,"",1.540,271171
"RETO","ReTo Eco-Solutions, Inc.","NASD","Industrial","Building Materials",,"",1.130,192486
"SGOC","SGOCO Group, Ltd.","NASD","Technology","Electronic Equipment",,"",1.950,81394
"SREV","ServiceSource International Inc.","NASD","Industrial","Business Support Services",5.7,"sml",1.220,189900
"STAF","Staffing 360 Solutions, Inc.","NASD","Consumer Discretionary","Business Training Agencies",,"",0.583,929190
