"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"AAU","Almaden Minerals Ltd.","AMEX","Materials","Gold Mining",,"",0.550,1054406
"BSQR","BSQUARE Corp.","NASD","Technology","Software",,"",2.280,205566
"CFMS","Conformis, Inc.","NASD","Health Care","Medical Equipment",,"",0.874,873013
"CHEK","Check-Cap Ltd.","NASD","","",,"",1.620,1037741
"EMMS","Emmis Communications Corp.","NASD","Communication Services","Entertainment",,"",2.850,121
"JOB","GEE Group Inc.","AMEX","Consumer Discretionary","Business Training Agencies",,"",0.563,2075346
"PEI","Pennsylvania REIT","NYSE","Real Estate","Retail REITs",,"",2.570,13020150
"PXS","Pyxis Tankers Inc.","NASD","Industrial","Marine Transportation",,"",0.880,2237563
"SENS","Senseonics Holdings Inc.","AMEX","Health Care","Medical Equipment",,"",2.140,17295042
"SPHS","Sophiris Bio, Inc.","NASD","Health Care","Biotechnology",,"",0.016,35915
"VTNR","Vertex Energy, Inc.","NASD","Industrial","Waste & Disposal Services",,"",8.590,123501119
