"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"AEHL","Antelope Enterprise Holdings Limited","NASD","Industrial","Building Materials",,"",2.580,170636
"AFI","Armstrong Flooring, Inc.","NYSE","Industrial","Building Materials",,"",6.200,53920
"ANY","Sphere 3D Corp.","NASD","Technology","Electronic Equipment",,"",1.520,180396
"ARCT","Arcturus Therapeutics Ltd.","NASD","Health Care","Pharmaceuticals",0.9,"sml",29.260,431144
"DDD","3D Systems Corp.","NYSE","Technology","Computer Hardware",97.6,"sml",24.950,4949074
"ENG","ENGlobal Corp.","NASD","Industrial","Business Support Services",,"",2.430,234620
"FTFT","Future FinTech Group Inc.","NASD","Technology","Software",,"",2.860,1353896
"IDEX","Ideanomics, Inc.","NASD","Communication Services","Entertainment",,"",2.800,12111372
"INM","InMed Pharmaceuticals Inc.","NASD","Health Care","Biotechnology",,"",2.730,39598
"IPOE","Social Capital Hedosophia Holdings Corp.","NYSE","","",,"",18.400,5498593
"ISUN","Sun, Inc.","NASD","Industrial","Industrial Suppliers",,"",8.720,122887
"JAGX","Jaguar Health, Inc.","NASD","Health Care","Biotechnology",,"",1.250,3098759
"KSPN","Kaspien Holdings, Inc.","NASD","Consumer Discretionary","Specialty Retailers",,"",20.105,3606
"LMND","Lemonade Inc.","NYSE","Financial","Property-Casualty Insurance",,"",77.530,1596413
"MFH","Mercurity Fintech Holding Inc","NASD","Industrial","Business Support Services",,"",6.030,241008
"OEG","Orbital Energy Group Inc.","NASD","Technology","Electrical Components",,"",3.290,1550813
"SSYS","Stratasys, Inc.","NASD","Technology","Computer Hardware",,"",21.450,1001128
"SUNW","Sunworks, Inc.","NASD","Technology","Renewable Energy Equipment",,"",8.770,2591728
"TRCH","Torchlight Energy Resources, Inc.","NASD","Energy","Exploration & Production",,"",2.180,4416445
"UAVS","AgEagle Aerial Systems, Inc.","AMEX","Energy","Exploration & Production",,"",4.810,1524222
"VJET","voxeljet AG","NYSE","Technology","Computer Hardware",,"",13.790,18416
"VLDRW","Velodyne Lidar Inc","NASD","","",,"",2.960,15160
"YRIV","Yangtze River Development Ltd.","NASD","Real Estate","Real Estate Development",,"",0.070,57156
