"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"CGA","China Green Agriculture, Inc.","NYSE","Materials","Specialty Chemicals",,"",15.600,74659
"CSCW","Color Star Technology Co. Ltd.","NASD","Industrial","Building Materials",,"",0.966,1917141
"FRSX","Foresight Autonomous Holdings Ltd.","NASD","Technology","Software",,"",3.800,1634597
"FTFT","Future FinTech Group Inc.","NASD","Technology","Software",,"",2.860,1353896
"GME","Gamestop Corp.","NYSE","Consumer Discretionary","Specialty Retailers",99.9,"sml",170.490,2478149
"GNCA","Genocea Biosciences, Inc.","NASD","Health Care","Biotechnology",,"",2.330,263690
"IRIX","IRIDEX Corp.","NASD","Health Care","Medical Equipment",98.9,"sml",7.690,46187
"JVA","Coffee Holding Co. Inc.","NASD","Consumer Staples","Soft Drinks",,"",5.420,73360
"OCGN","Ocugen Inc.","NASD","Health Care","Biotechnology",,"",9.080,30206892
"ONDS","Ondas Holdings Inc.","NASD","","",,"",7.380,307053
"POWW","AMMO, Inc.","NASD","","",,"",6.360,1817222
"REFR","Research Frontiers Inc.","NASD","Technology","Electronic Equipment",3.1,"sml",2.130,314531
"ROOT","Root Inc.","NASD","Financial","Property-Casualty Insurance",,"",9.260,1245093
"SAVA","Cassava Sciences, Inc.","NASD","Health Care","Pharmaceuticals",99.7,"sml",49.390,1658178
"SNNAQ","Sienna Biopharmaceuticals, Inc.","NASD","Health Care","Biotechnology",99.5,"sml",0.033,12662
"SRL","Scully Royalty Ltd.","NYSE","Financial","Banks",,"",15.200,25730
"SXTC","China SXT Pharmaceuticals, Inc.","NASD","Health Care","Medical Supplies",,"",1.270,52785
"URG","Ur-Energy Inc.","AMEX","Materials","Nonferrous Metals",,"",1.560,2887948
"VIRC","Virco Manufacturing Corp.","NASD","Consumer Discretionary","Furnishings",,"",3.040,27988
"VOLT","Volt Info Sciences Inc.","AMEX","Consumer Discretionary","Business Training Agencies",,"",3.890,17868
