"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"ACHV","Achieve Life Sciences, Inc.","NASD","Health Care","Pharmaceuticals",,"",9.290,83108
"ADTX","Aditx Therapeutics Inc.","NASD","Health Care","Biotechnology",,"",2.340,103908
"AZRX","AzurRx BioPharma, Inc.","NASD","Health Care","Biotechnology",,"",0.850,1995289
"BVXV","BiondVax Pharmaceuticals Ltd.","NASD","Health Care","Biotechnology",,"",2.930,39287
"BWAY","Brainsway Ltd.","NASD","Health Care","Medical Equipment",,"",9.470,224301
"CMCM","Cheetah Mobile Inc.","NYSE","Technology","Software",,"",2.360,212661
"CRBP","Corbus Pharmaceuticals Holdings Inc.","NASD","Health Care","Biotechnology",21.7,"sml",1.700,2196295
"CSU","Capital Sr Living Corp.","NYSE","Health Care","Health Care Providers",98.8,"sml",49.580,26347
"CTK","CooTek Cayman Inc.","NYSE","Communication Services","Internet",,"",2.060,136870
"CTRM","Castor Maritime Inc.","NASD","Industrial","Marine Transportation",,"",0.427,57041479
"FUV","Arcimoto, Inc.","NASD","Industrial","Commercial Vehicles",,"",8.390,1212642
"NAOV","NanoVibronix, Inc.","NASD","Health Care","Medical Equipment",,"",0.849,119232
"NBSE","NeuBase Therapeutics Inc.","NASD","Health Care","Pharmaceuticals",2.6,"sml",5.110,192597
"NNOX","Nano X Imaging Ltd.","NASD","Health Care","Medical Equipment",,"",24.340,1435502
"OPTT","Ocean Power Technologies Inc.","NASD","Technology","Renewable Energy Equipment",,"",2.210,1011681
"POLA","Polar Power, Inc.","NASD","Technology","Electronic Equipment",,"",9.610,62009
"PRQR","ProQR Therapeutics BV","NASD","Health Care","Biotechnology",,"",6.370,272826
"QTT","Qutoutiao Inc.","NASD","Communication Services","Internet",,"",2.160,976791
"RWLK","ReWalk Robotics Ltd.","NASD","Health Care","Medical Equipment",,"",1.820,340083
"SNNAQ","Sienna Biopharmaceuticals, Inc.","NASD","Health Care","Biotechnology",99.5,"sml",0.033,12662
"SPHS","Sophiris Bio, Inc.","NASD","Health Care","Biotechnology",,"",0.016,87475
"TIGR","UP Fintech Holding Ltd.","NASD","Financial","Investment Services",,"",17.730,3421348
"TLGT","Teligent, Inc.","NASD","Health Care","Pharmaceuticals",4.4,"sml",0.522,1863891
"WIMI","Wimi Hologram Cloud Inc","NASD","Communication Services","Media Agencies",,"",5.350,1515514
"XOG","Extraction Oil & Gas Inc.","NASD","Energy","Integrated Oil & Gas",,"",49.960,139500
