"Symbol","Name","Exchange","Sector","Industry","SCTR","Universe","Close","Volume"
"AHC","A. H. Belo Corp.","NYSE","Communication Services","Publishing",,"",1.920,48615
"APRN","Blue Apron Holdings, Inc.","NYSE","Consumer Discretionary","Specialty Retailers",,"",4.600,160516
"BB","BlackBerry Ltd.","NYSE","Technology","Telecom Equipment",80.9,"mid",8.780,4086305
"BBBY","Bed Bath & Beyond, Inc.","NASD","Consumer Discretionary","Specialty Retailers",26.0,"sml",23.690,4646331
"BBW","Build-A-Bear Workshop Inc","NYSE","Consumer Discretionary","Specialty Retailers",,"",9.770,545319
"BIG","Big Lots, Inc.","NYSE","Consumer Discretionary","Broadline Retailers",52.1,"sml",64.460,691187
"BTU","Peabody Energy Corp.","NYSE","Energy","Coal",99.4,"sml",6.390,3942075
"BTX","Brooklyn ImmunoTherapeutics, Inc.","AMEX","Health Care","Biotechnology",,"",16.570,7902656
"CTRM","Castor Maritime Inc.","NASD","Industrial","Marine Transportation",,"",0.427,57041479
"CVM","Cel-Sci Corp.","AMEX","Health Care","Biotechnology",78.5,"sml",20.460,343586
"EBIX","ebix.com, Inc.","NASD","Technology","Software",8.1,"sml",27.320,342347
"EXPR","Express Inc.","NYSE","Consumer Discretionary","Apparel Retailers",97.8,"sml",3.540,2563849
"FIZZ","National Beverage Corp.","NASD","Consumer Staples","Soft Drinks",16.4,"mid",45.770,196617
"FOSL","Fossil Group, Inc.","NASD","Consumer Discretionary","Clothing & Accessories",25.3,"sml",11.850,1331783
"GNUS","Genius Brands International, Inc.","NASD","Communication Services","Entertainment",,"",1.590,8785314
"GTT","Global Telecom & Technology, Inc.","NYSE","Communication Services","Fixed Telecommunications",0.4,"sml",1.530,562230
"IRBT","iRobot Corp.","NASD","Consumer Discretionary","Durable Household Products",24.9,"mid",95.270,320267
"JAN","JanOne Inc.","NASD","Industrial","Waste & Disposal Services",,"",6.380,162087
"JILL","J.Jill, Inc.","NYSE","Consumer Discretionary","Clothing & Accessories",,"",14.530,252679
"KBSF","KBS Fashion Group Limited","NASD","Consumer Discretionary","Clothing & Accessories",,"",3.450,119847
"KLXE","KLX Energy Services Holdings, Inc.","NASD","Energy","Oil Equipment & Services",,"",11.030,32471
"KOSS","Koss Corp.","NASD","Communication Services","Mobile Telecommunications",,"",17.340,504426
"MDLY","Medley Management Inc.","NYSE","Financial","Asset Managers",,"",4.840,846180
"MSN","Emerson Radio Corp.","AMEX","Technology","Electronic Equipment",,"",1.102,10313
"NAK","Northern Dynasty Minerals Ltd.","AMEX","Materials","General Mining",,"",0.572,2784103
"NAKD","Naked Brand Group, Inc.","NASD","Consumer Discretionary","Clothing & Accessories",,"",0.543,25644650
"NOK","Nokia Corp.","NYSE","Technology","Telecom Equipment",84.8,"mid",5.150,49555685
"PBF","PBF Energy Inc.","NYSE","Energy","Exploration & Production",90.8,"sml",15.000,3063990
"PETS","PetMed Express, Inc.","NASD","Consumer Staples","Drug Retailers",14.4,"sml",28.850,321273
"RIG","Transocean, Inc.","NYSE","Energy","Oil Equipment & Services",96.6,"sml",3.720,17446148
"RUBY","Rubius Therapeutics, Inc.","NASD","Health Care","Biotechnology",99.2,"sml",25.780,397587
"SRNE","Sorrento Therapeutics, Inc.","NASD","Health Care","Biotechnology",15.2,"sml",7.210,4458404
"TIRX","Tian Ruixiang Holdings Ltd.","NASD","Financial","Property-Casualty Insurance",,"",10.310,150526
"TRVG","Trivago NV","NASD","Communication Services","Internet",,"",3.540,1242908
"UUU","Universal Security Instruments, Inc.","AMEX","Consumer Discretionary","Durable Household Products",,"",5.870,109250
"UVXY","ProShares Ultra VIX Short-Term Futures ETF","NYSE","","",,"",4.490,91470898
"WRLD","World Acceptance Corp.","NASD","Financial","Consumer Finance",74.1,"sml",151.390,12555
"XSPA","XpresSpa Group, Inc.","NASD","Consumer Staples","Personal Products",,"",1.340,2401904
"ZIOP","ZIOPHARM Oncology, Inc.","NASD","Health Care","Biotechnology",20.2,"sml",3.120,1051793
